extracted_answer,serial_number
"{
  ""columns"": [""MntSweetProducts""],
  ""methods"": [""Median""]
}",540
"{
  ""columns"": [""nursery"", ""internet"", ""famsize""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test"", ""Mantel-Haenszel Test""]
}",541
"{
  ""columns"": [""Year"", ""Nigeria"", ""Myanmar""],
  ""methods"": [""Mean"", ""Median"", ""Standard Deviation"", ""Levene Test"", ""F-Test for Variance""]
}",542
"{
  ""columns"": [""Nationality""],
  ""methods"": [""Mode""]
}",543
"{
  ""columns"": [""Industry Score"", ""International Outlook""],
  ""methods"": [""Mood Variance Test"", ""Levene Test"", ""Bartlett Test"", ""F-Test for Variance""]
}",544
"{
  ""columns"": [""AUG"", ""ANU""],
  ""methods"": [""Mood Variance Test"", ""Levene Test"", ""Bartlett Test"", ""F-Test for Variance""]
}",545
"{
  ""columns"": [""Speed""],
  ""methods"": [""Anderson-Darling Test"", ""Shapiro-Wilk Test of Normality"", ""Kolmogorov-Smirnov Test for Normality"", ""Lilliefors Test""]
}",546
"{
  ""columns"": [""Special"", ""Height""],
  ""methods"": [""Mood Variance Test"", ""Levene Test"", ""Bartlett Test"", ""F-Test for Variance""]
}",547
"{
  ""columns"": [""FATIGUE"", ""SHORTNESS OF BREATH"", ""SMOKING""],
  ""methods"": [""Chi-square Independence Test"", ""Mantel-Haenszel Test""]
}",548
"{
  ""columns"": [""Brazil"", ""Indonesia""],
  ""methods"": [""Mood Variance Test"", ""Levene Test"", ""Bartlett Test"", ""F-Test for Variance""]
}",549
"{
  ""columns"": [""Sales""],
  ""methods"": [""Mean"", ""Median"", ""Range"", ""Quartile"", ""Standard Deviation"", ""Skewness"", ""Kurtosis""]
}",550
"{
  ""columns"": [""AUG"", ""ANU"", ""JUL""],
  ""methods"": [""Partial Correlation Coefficient""]
}",551
"{
  ""columns"": [""CS-301""],
  ""methods"": [""Mode""]
}",552
"{
  ""columns"": [""Overall"", ""Release Clause""],
  ""methods"": [""Mood Variance Test"", ""Levene Test"", ""Bartlett Test"", ""F-Test for Variance""]
}",553
"{
  ""columns"": [""Brazil"", ""India""],
  ""methods"": [""Mood Variance Test"", ""Levene Test"", ""Bartlett Test"", ""F-Test for Variance""]
}",554
"{
  ""columns"": [""Special"", ""Overall"", ""Value""],
  ""methods"": [""Partial Correlation Coefficient""]
}",555
"{
  ""columns"": [""activities"", ""internet"", ""famsup""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test""]
}",556
"{
  ""columns"": [""JUL""],
  ""methods"": [""Kurtosis""]
}",557
"{
  ""columns"": [""Sports_activity"", ""Reading"", ""Sex""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test"", ""Mantel-Haenszel Test""]
}",558
"{
  ""columns"": [""SHORTNESS OF BREATH"", ""LUNG_CANCER"", ""COUGHING""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test"", ""Mantel-Haenszel Test""]
}",559
"{
  ""columns"": [""mileage(kmpl)"", ""engine(cc)""],
  ""methods"": [""Anderson-Darling Test"", ""Shapiro-Wilk Test of Normality"", ""Kolmogorov-Smirnov Test for Normality"", ""Lilliefors Test""]
}",560
"{
  ""columns"": [""Number of trees sold"", ""Average Tree Price""],
  ""methods"": [""Pearson Correlation Coefficient"", ""Spearman Correlation Coefficient"", ""Kendall Correlation Coefficient""]
}",561
"{
  ""columns"": [""Duration"", ""Heart Rate""],
  ""methods"": [""Mood Variance Test"", ""Levene Test"", ""Bartlett Test"", ""F-Test for Variance""]
}",562
"{
  ""columns"": [""Number of trees sold"", ""Average Tree Price""],
  ""methods"": [""Pearson Correlation Coefficient"", ""Spearman Correlation Coefficient"", ""Kendall Correlation Coefficient""]
}",563
"{
  ""columns"": [""University Rating"", ""Research""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test"", ""Mantel-Haenszel Test""]
}",564
"{
  ""columns"": [""avg_income""],
  ""methods"": [""Mean""]
}",565
"{
  ""columns"": [""avg_income"", ""median_income""],
  ""methods"": [""Mood Variance Test"", ""Levene Test"", ""Bartlett Test"", ""F-Test for Variance""]
}",566
"{
  ""columns"": [""JAN""],
  ""methods"": [""Mean""]
}",567
"{
  ""columns"": [""work_type"", ""hypertension""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test""]
}",568
"{
  ""columns"": [""Attack method: Armed Assault""],
  ""methods"": [""Mean""]
}",569
"{
  ""columns"": [""EE-119""],
  ""methods"": [""Mode""]
}",570
"{
  ""columns"": [""work_year""],
  ""methods"": [""Median""]
}",571
"{
  ""columns"": [""Total"", ""Defense""],
  ""methods"": [""Mood Variance Test"", ""Levene Test"", ""Bartlett Test"", ""F-Test for Variance""]
}",572
"{
  ""columns"": [""United States"", ""Brazil""],
  ""methods"": [""Anderson-Darling Test"", ""Shapiro-Wilk Test of Normality"", ""Kolmogorov-Smirnov Test for Normality"", ""Lilliefors Test""]
}",573
"{
  ""columns"": [""Education Level""],
  ""methods"": [""Mode""]
}",574
"{
  ""columns"": [""famsup"", ""nursery"", ""sex""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test"", ""Mantel-Haenszel Test""]
}",575
"{
  ""columns"": [""GRE Score"", ""SOP""],
  ""methods"": [""Mood Variance Test"", ""Levene Test"", ""Bartlett Test"", ""F-Test for Variance""]
}",576
"{
  ""columns"": [""SMOKING"", ""ALCOHOL CONSUMING"", ""GENDER""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test"", ""Mantel-Haenszel Test""]
}",577
"{
  ""columns"": [""ANXIETY"", ""CHRONIC DISEASE"", ""SMOKING""],
  ""methods"": [""Mantel-Haenszel Test""]
}",578
"{
  ""columns"": [""famsup"", ""internet"", ""school""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test"", ""Mantel-Haenszel Test""]
}",579
"{
  ""columns"": [""Type of tree""],
  ""methods"": [""Mode""]
}",580
"{
  ""columns"": [""parental level of education""],
  ""methods"": [""Mode""]
}",581
"{
  ""columns"": [""Height_m"", ""Pr_Male"", ""Sp_Def""],
  ""methods"": [""Partial Correlation Coefficient""]
}",582
"{
  ""columns"": [""NumStorePurchases"", ""Z_CostContact""],
  ""methods"": [""Kolmogorov-Smirnov Test""]
}",583
"{
  ""columns"": [""Nigeria"", ""Brazil""],
  ""methods"": [""Mood Variance Test"", ""Levene Test"", ""Bartlett Test"", ""F-Test for Variance""]
}",584
"{
  ""columns"": [""Heart Rate"", ""BMI""],
  ""methods"": [""Mood Variance Test"", ""Levene Test"", ""Bartlett Test"", ""F-Test for Variance""]
}",585
"{
  ""columns"": [""Overall""],
  ""methods"": [""Standard Deviation""]
}",586
"{
  ""columns"": [""India"", ""China""],
  ""methods"": [""Mood Variance Test"", ""Levene Test"", ""Bartlett Test"", ""F-Test for Variance""]
}",587
"{
  ""columns"": [""farmprice""],
  ""methods"": [""Anderson-Darling Test"", ""Shapiro-Wilk Test of Normality"", ""Kolmogorov-Smirnov Test for Normality"", ""Lilliefors Test""]
}",588
"{
  ""columns"": [""absences""],
  ""methods"": [""Median""]
}",589
"{
  ""columns"": [""Pakistan"", ""China""],
  ""methods"": [""Mood Variance Test"", ""Levene Test"", ""Bartlett Test"", ""F-Test for Variance""]
}",590
"{
  ""columns"": [""Japan"", ""India""],
  ""methods"": [""Mood Variance Test"", ""Levene Test"", ""Bartlett Test"", ""F-Test for Variance""]
}",591
"{
  ""columns"": [""Fedu""],
  ""methods"": [
    ""Anderson-Darling Test"",
    ""Shapiro-Wilk Test of Normality"",
    ""Kolmogorov-Smirnov Test for Normality"",
    ""Lilliefors Test""
  ]
}",592
"{
  ""columns"": [""Indonesia"", ""Bangladesh""],
  ""methods"": [""Mood Variance Test"", ""Levene Test"", ""Bartlett Test"", ""F-Test for Variance""]
}",593
"{
  ""columns"": [""Overall"", ""Release Clause""],
  ""methods"": [""Mood Variance Test"", ""Levene Test"", ""Bartlett Test"", ""F-Test for Variance""]
}",594
"{
  ""columns"": [""work_type"", ""smoking_status""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test"", ""Mantel-Haenszel Test""]
}",595
"{
  ""columns"": [""# of Individuals Assisted in Pursuing Citizenship""],
  ""methods"": [""Standard Deviation""]
}",596
"{
  ""columns"": [""Japan""],
  ""methods"": [""Standard Deviation""]
}",597
"{
  ""columns"": [""hasGender"", ""isLegendary""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test""]
}",598
"{
  ""columns"": [""APR""],
  ""methods"": [""Standard Deviation""]
}",599
"{
  ""columns"": [""torque(Nm)""],
  ""methods"": [""Kolmogorov-Smirnov Test for Exponential distribution""]
}",600
"{
  ""columns"": [""MntSweetProducts""],
  ""methods"": [""Range""]
}",601
"{
  ""columns"": [""Number of trees sold"", ""Average Tree Price""],
  ""methods"": [""Pearson Correlation Coefficient"", ""Spearman Correlation Coefficient"", ""Kendall Correlation Coefficient""]
}",602
"{
  ""columns"": [""Duration""],
  ""methods"": [""Anderson-Darling Test"", ""Shapiro-Wilk Test of Normality"", ""Kolmogorov-Smirnov Test for Normality"", ""Lilliefors Test""]
}",603
"{
  ""columns"": [""Total Library Visitors""],
  ""methods"": [""Anderson-Darling Test"", ""Shapiro-Wilk Test of Normality"", ""Kolmogorov-Smirnov Test for Normality"", ""Lilliefors Test""]
}",604
"{
  ""columns"": [""family_history_with_overweight"", ""FAVC""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test""]
}",605
"{
  ""columns"": [""Real Face"", ""Body Type""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test""]
}",606
"{
  ""columns"": [""Wage"", ""Release Clause""],
  ""methods"": [""Mood Variance Test"", ""Levene Test"", ""Bartlett Test"", ""F-Test for Variance""]
}",607
"{
  ""columns"": [""Oldpeak""],
  ""methods"": [""Range""]
}",608
"{
  ""columns"": [""Research Quality Score"", ""Teaching Score""],
  ""methods"": [""Pearson Correlation Coefficient"", ""Spearman Correlation Coefficient"", ""Kendall Correlation Coefficient"", ""Standard Deviation"", ""Range"", ""Quartile""]
}",609
"{
  ""columns"": [""math score""],
  ""methods"": [""Anderson-Darling Test"", ""Shapiro-Wilk Test of Normality"", ""Kolmogorov-Smirnov Test for Normality"", ""Lilliefors Test""]
}",610
"{
  ""columns"": [""Fedu""],
  ""methods"": [""Anderson-Darling Test"", ""Shapiro-Wilk Test of Normality"", ""Kolmogorov-Smirnov Test for Normality"", ""Lilliefors Test""]
}",611
"{
  ""columns"": [""ALCOHOL CONSUMING"", ""LUNG_CANCER"", ""CHRONIC DISEASE""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test"", ""Mantel-Haenszel Test""]
}",612
"{
  ""columns"": [""SHORTNESS OF BREATH"", ""CHEST PAIN"", ""GENDER""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test"", ""Mantel-Haenszel Test""]
}",613
"{
  ""columns"": [""APR""],
  ""methods"": [""Mean""]
}",614
"{
  ""columns"": [""internet"", ""romantic"", ""school""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test"", ""Mantel-Haenszel Test""]
}",615
"{
  ""columns"": [""bmi""],
  ""methods"": [""Skewness"", ""Kurtosis""]
}",616
"{
  ""columns"": [""happyScore"", ""median_income""],
  ""methods"": [""Mood Variance Test"", ""Levene Test"", ""Bartlett Test"", ""F-Test for Variance""]
}",617
"{
  ""columns"": [""Death Age : 21-50""],
  ""methods"": [""Kolmogorov-Smirnov Test for Gamma distribution""]
}",618
"{
  ""columns"": [""price(in lakhs)""],
  ""methods"": [""Range""]
}",619
"{
  ""columns"": [""Nigeria""],
  ""methods"": [""Shapiro-Wilk Test of Normality"", ""Kolmogorov-Smirnov Test for Normality"", ""Anderson-Darling Test"", ""Lilliefors Test""]
}",620
"{
  ""columns"": [""Research Environment Score"", ""International Outlook"", ""Research Quality Score""],
  ""methods"": [""Partial Correlation Coefficient""]
}",621
"{
  ""columns"": [""Overall"", ""Height""],
  ""methods"": [""Mood Variance Test"", ""Levene Test"", ""Bartlett Test"", ""F-Test for Variance""]
}",622
"{
  ""columns"": [""ANU""],
  ""methods"": [""Quartile""]
}",623
"{
  ""columns"": [""FAVC"", ""NObeyesdad""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test""]
}",624
"{
  ""columns"": [""runtime"", ""imdb_votes""],
  ""methods"": [""Pearson Correlation Coefficient"", ""Spearman Correlation Coefficient"", ""Kendall Correlation Coefficient""]
}",625
"{
  ""columns"": [""mileage(kmpl)""],
  ""methods"": [""Anderson-Darling Test"", ""Shapiro-Wilk Test of Normality"", ""Kolmogorov-Smirnov Test for Normality"", ""Lilliefors Test""]
}",626
"{
  ""columns"": [""MaxHR""],
  ""methods"": [""Mean""]
}",627
"{
  ""columns"": [""Review #""],
  ""methods"": [""Anderson-Darling Test"", ""Shapiro-Wilk Test of Normality"", ""Kolmogorov-Smirnov Test for Normality"", ""Lilliefors Test""]
}",628
"{
  ""columns"": [""Defense"", ""Catch_Rate""],
  ""methods"": [""Range"", ""Quartile"", ""Standard Deviation""]
}",629
"{
  ""columns"": [""Pstatus"", ""guardian""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test""]
}",630
"{
  ""columns"": [""smoking_status"", ""stroke""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test""]
}",631
"{
  ""columns"": [""Recency""],
  ""methods"": [""Kolmogorov-Smirnov Test for Exponential distribution""]
}",632
"{
  ""columns"": [""GRE Score""],
  ""methods"": [""Quartile""]
}",633
"{
  ""columns"": [""Kidhome"", ""Teenhome"", ""NumWebPurchases""],
  ""methods"": [""Pearson Correlation Coefficient"", ""Spearman Correlation Coefficient"", ""Kendall Correlation Coefficient""]
}",634
"{
  ""columns"": [""Walc""],
  ""methods"": [""Anderson-Darling Test"", ""Shapiro-Wilk Test of Normality"", ""Kolmogorov-Smirnov Test for Normality"", ""Lilliefors Test""]
}",635
"{
  ""columns"": [""WHEEZING"", ""CHEST PAIN"", ""ALLERGY""],
  ""methods"": [""Mantel-Haenszel Test""]
}",636
"{
  ""columns"": [""NumWebVisitsMonth"", ""MntFruits"", ""NumDealsPurchases""],
  ""methods"": [""Partial Correlation Coefficient""]
}",637
"{
  ""columns"": [""Height"", ""CH2O""],
  ""methods"": [""Pearson Correlation Coefficient"", ""Spearman Correlation Coefficient"", ""Kendall Correlation Coefficient""]
}",638
"{
  ""columns"": [""ALLERGY""],
  ""methods"": [""Mode""]
}",639
"{
  ""columns"": [""Research Quality Score""],
  ""methods"": [""Quartile""]
}",640
"{
  ""columns"": [""Nigeria"", ""Bangladesh""],
  ""methods"": [""Mood Variance Test"", ""Levene Test"", ""Bartlett Test"", ""F-Test for Variance""]
}",641
"{
  ""columns"": [""# of Individuals Assisted in Pursuing Citizenship""],
  ""methods"": [""Anderson-Darling Test"", ""Shapiro-Wilk Test of Normality"", ""Kolmogorov-Smirnov Test for Normality"", ""Lilliefors Test"", ""Descriptive Statistics""]
}",642
"{
  ""columns"": [""GENDER"", ""SWALLOWING DIFFICULTY""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test""]
}",643
"{
  ""columns"": [""JAN""],
  ""methods"": [""Range""]
}",644
"{
  ""columns"": [""CH2O""],
  ""methods"": [""Quartile""]
}",645
"{
  ""columns"": [""Review"", ""North America"", ""Rank""],
  ""methods"": [""Partial Correlation Coefficient""]
}",646
"{
  ""columns"": [""Attack method: Hostage Taking (Barricade Incident)""],
  ""methods"": [""Mean""]
}",647
"{
  ""columns"": [""PEER_PRESSURE"", ""SWALLOWING DIFFICULTY"", ""GENDER""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test"", ""Mantel-Haenszel Test""]
}",648
"{
  ""columns"": [""Average Tree Price"", ""Sales""],
  ""methods"": [""Pearson Correlation Coefficient"", ""Spearman Correlation Coefficient"", ""Kendall Correlation Coefficient""]
}",649
"{
  ""columns"": [""Calories Burn"", ""Heart Rate""],
  ""methods"": [""Mood Variance Test"", ""Levene Test"", ""Bartlett Test"", ""F-Test for Variance""]
}",650
"{
  ""columns"": [""activities"", ""nursery"", ""famsize""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test"", ""Mantel-Haenszel Test""]
}",651
"{
  ""columns"": [""NumCatalogPurchases""],
  ""methods"": [""Standard Deviation""]
}",652
"{
  ""columns"": [""experience_level"", ""company_size""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test"", ""Mantel-Haenszel Test""]
}",653
"{
  ""columns"": [""losangelesretail"", ""newyorkretail""],
  ""methods"": [""Spearman Correlation Coefficient"", ""Kendall Correlation Coefficient""]
}",654
"{
  ""columns"": [""Year"", ""Philippines"", ""China""],
  ""methods"": [""Mean"", ""Median"", ""Range"", ""Standard Deviation"", ""Levene Test"", ""Bartlett Test""]
}",655
"{
  ""columns"": [""Attack method: Facility/Infrastructure Attack""],
  ""methods"": [""Median""]
}",656
"{
  ""columns"": [""chicagoretail""],
  ""methods"": [""Kolmogorov-Smirnov Test for Exponential distribution""]
}",657
"{
  ""columns"": [""SMOKE"", ""CALC""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test""]
}",658
"{
  ""columns"": [""G1""],
  ""methods"": [""Kolmogorov-Smirnov Test for Uniform distribution""]
}",659
"{
  ""columns"": [""Terrorism deaths""],
  ""methods"": [""Anderson-Darling Test"", ""Shapiro-Wilk Test of Normality"", ""Kolmogorov-Smirnov Test for Normality"", ""Lilliefors Test"", ""Descriptive Statistics""]
}",660
"{
  ""columns"": [""Mjob"", ""guardian""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test""]
}",661
"{
  ""columns"": [""AUG""],
  ""methods"": [""Standard Deviation""]
}",662
"{
  ""columns"": [""Medu""],
  ""methods"": [""Median""]
}",663
"{
  ""columns"": [""absences"", ""freetime"", ""goout""],
  ""methods"": [""Partial Correlation Coefficient""]
}",664
"{
  ""columns"": [""Sp_Def""],
  ""methods"": [""Kolmogorov-Smirnov Test for Exponential distribution""]
}",665
"{
  ""columns"": [""ANXIETY"", ""SWALLOWING DIFFICULTY"", ""YELLOW_FINGERS""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test"", ""Mantel-Haenszel Test""]
}",666
"{
  ""columns"": [""famsup"", ""paid"", ""schoolsup""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test"", ""Mantel-Haenszel Test""]
}",667
"{
  ""columns"": [""F2019""],
  ""methods"": [""Median""]
}",668
"{
  ""columns"": [""happyScore"", ""GDP""],
  ""methods"": [""Pearson Correlation Coefficient"", ""Spearman Correlation Coefficient"", ""Kendall Correlation Coefficient""]
}",669
"{
  ""columns"": [""Terrorism deaths""],
  ""methods"": [""Range""]
}",670
"{
  ""columns"": [""PH-121""],
  ""methods"": [""Mode""]
}",671
"{
  ""columns"": [""CHRONIC DISEASE"", ""LUNG_CANCER"", ""YELLOW_FINGERS""],
  ""methods"": [""Mantel-Haenszel Test""]
}",672
"{
  ""columns"": [""Vietnam"", ""Bangladesh""],
  ""methods"": [""Mood Variance Test"", ""Levene Test"", ""Bartlett Test"", ""F-Test for Variance""]
}",673
"{
  ""columns"": [""Overall""],
  ""methods"": [""Quartile""]
}",674
"{
  ""columns"": [""China""],
  ""methods"": [""Median""]
}",675
"{
  ""columns"": [""COUGHING"", ""SWALLOWING DIFFICULTY"", ""SMOKING""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test"", ""Mantel-Haenszel Test""]
}",676
"{
  ""columns"": [""nursery"", ""romantic"", ""schoolsup""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test"", ""Mantel-Haenszel Test""]
}",677
"{
  ""columns"": [""Height_m""],
  ""methods"": [""Standard Deviation""]
}",678
"{
  ""columns"": [""F2020""],
  ""methods"": [""Mean""]
}",679
"{
  ""columns"": [""school"", ""Mjob""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test""]
}",680
"{
  ""columns"": [""Calories Burn"", ""Dream Weight""],
  ""methods"": [""Mood Variance Test"", ""Levene Test"", ""Bartlett Test"", ""F-Test for Variance""]
}",681
"{
  ""columns"": [""G2"", ""absences"", ""famrel""],
  ""methods"": [""Partial Correlation Coefficient""]
}",682
"{
  ""columns"": [""Tenure""],
  ""methods"": [""Mean""]
}",683
"{
  ""columns"": [""Actual Weight"", ""Age""],
  ""methods"": [""Mood Variance Test"", ""Levene Test"", ""Bartlett Test"", ""F-Test for Variance""]
}",684
"{
  ""columns"": [""New Cardholders"", ""# of Individuals Assisted in Pursuing Citizenship""],
  ""methods"": [""Kolmogorov-Smirnov Test""]
}",685
"{
  ""columns"": [""math score""],
  ""methods"": [""Anderson-Darling Test"", ""Shapiro-Wilk Test of Normality"", ""Kolmogorov-Smirnov Test for Normality"", ""Lilliefors Test""]
}",686
"{
  ""columns"": [""Number of trees sold"", ""Sales""],
  ""methods"": [""Pearson Correlation Coefficient"", ""Spearman Correlation Coefficient"", ""Kendall Correlation Coefficient""]
}",687
"{
  ""columns"": [""Hours Viewed""],
  ""methods"": [""Anderson-Darling Test"", ""Shapiro-Wilk Test of Normality"", ""Kolmogorov-Smirnov Test for Normality"", ""Lilliefors Test""]
}",688
"{
  ""columns"": [""Overall"", ""Release Clause""],
  ""methods"": [""Mood Variance Test"", ""Levene Test"", ""Bartlett Test"", ""F-Test for Variance""]
}",689
"{
  ""columns"": [""LOR"", ""CGPA""],
  ""methods"": [""Mood Variance Test"", ""Levene Test"", ""Bartlett Test"", ""F-Test for Variance""]
}",690
"{
  ""columns"": [""CH2O""],
  ""methods"": [""Kolmogorov-Smirnov Test for Gamma distribution""]
}",691
"{
  ""columns"": [""work_year"", ""salary""],
  ""methods"": [""Mood Variance Test"", ""Levene Test"", ""Bartlett Test"", ""F-Test for Variance""]
}",692
"{
  ""columns"": [""F2016""],
  ""methods"": [""Mean"", ""Median"", ""Mode"", ""Range"", ""Quartile"", ""Standard Deviation"", ""Skewness"", ""Kurtosis"", ""Shapiro-Wilk Test of Normality"", ""Kolmogorov-Smirnov Test for Normality"", ""Anderson-Darling Test"", ""Lilliefors Test""]
}",693
"{
  ""columns"": [""Height"", ""Weight""],
  ""methods"": [""Mood Variance Test"", ""Levene Test"", ""Bartlett Test"", ""F-Test for Variance""]
}",694
"{
  ""columns"": [""mileage(kmpl)"", ""max_power(bhp)""],
  ""methods"": [""Mood Variance Test"", ""Levene Test"", ""Bartlett Test"", ""F-Test for Variance""]
}",695
"{
  ""columns"": [""Defense""],
  ""methods"": [""Median""]
}",696
"{
  ""columns"": [""New Cardholders""],
  ""methods"": [""Anderson-Darling Test"", ""Shapiro-Wilk Test of Normality"", ""Kolmogorov-Smirnov Test for Normality"", ""Lilliefors Test""]
}",697
"{
  ""columns"": [""Age"", ""Release Clause""],
  ""methods"": [""Pearson Correlation Coefficient"", ""Spearman Correlation Coefficient"", ""Kendall Correlation Coefficient""]
}",698
"{
  ""columns"": [""G2"", ""Medu"", ""health""],
  ""methods"": [""Partial Correlation Coefficient""]
}",699
"{
  ""columns"": [""AGE""],
  ""methods"": [""Anderson-Darling Test"", ""Shapiro-Wilk Test of Normality"", ""Kolmogorov-Smirnov Test for Normality"", ""Lilliefors Test""]
}",700
"{
  ""columns"": [""Age"", ""Weight""],
  ""methods"": [""Pearson Correlation Coefficient"", ""Spearman Correlation Coefficient"", ""Kendall Correlation Coefficient""]
}",701
"{
  ""columns"": [""Teenhome""],
  ""methods"": [""Quartile"", ""Shapiro-Wilk Test of Normality"", ""Kolmogorov-Smirnov Test for Normality""]
}",702
"{
  ""columns"": [""Average Tree Price"", ""Sales""],
  ""methods"": [""Pearson Correlation Coefficient"", ""Spearman Correlation Coefficient"", ""Kendall Correlation Coefficient""]
}",703
"{
  ""columns"": [""Sp_Def"", ""Speed""],
  ""methods"": [""Mood Variance Test"", ""Levene Test"", ""Bartlett Test"", ""F-Test for Variance""]
}",704
"{
  ""columns"": [""ChestPainType"", ""ST_Slope""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test"", ""Mantel-Haenszel Test""]
}",705
"{
  ""columns"": [""Nigeria"", ""Indonesia""],
  ""methods"": [""Mood Variance Test"", ""Levene Test"", ""Bartlett Test"", ""F-Test for Variance""]
}",706
"{
  ""columns"": [""MAY"", ""AUG""],
  ""methods"": [""Mood Variance Test"", ""Levene Test"", ""Bartlett Test"", ""F-Test for Variance""]
}",707
"{
  ""columns"": [""FCVC""],
  ""methods"": [""Median""]
}",708
"{
  ""columns"": [""Sex"", ""ExerciseAngina""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test""]
}",709
"{
  ""columns"": [""Student_Age""],
  ""methods"": [""Skewness""]
}",710
"{
  ""columns"": [""Attack method: Facility/Infrastructure Attack""],
  ""methods"": [""Anderson-Darling Test"", ""Shapiro-Wilk Test of Normality"", ""Kolmogorov-Smirnov Test for Normality"", ""Lilliefors Test""]
}",711
"{
  ""columns"": [""Pakistan"", ""India""],
  ""methods"": [""Mood Variance Test"", ""Levene Test"", ""Bartlett Test"", ""F-Test for Variance""]
}",712
"{
  ""columns"": [""SOP"", ""LOR""],
  ""methods"": [""Anderson-Darling Test"", ""Shapiro-Wilk Test of Normality"", ""Kolmogorov-Smirnov Test for Normality"", ""Lilliefors Test""]
}",713
"{
  ""columns"": [""Attack method: Armed Assault"", ""Attack method: Bombing/Explosion""],
  ""methods"": [""Kolmogorov-Smirnov Test""]
}",714
"{
  ""columns"": [""avg_income"", ""median_income""],
  ""methods"": [""Anderson-Darling Test"", ""Shapiro-Wilk Test of Normality"", ""Kolmogorov-Smirnov Test for Normality"", ""Lilliefors Test""]
}",715
"{
  ""columns"": [""engine(cc)"", ""max_power(bhp)""],
  ""methods"": [""Mood Variance Test"", ""Levene Test"", ""Bartlett Test"", ""F-Test for Variance""]
}",716
"{
  ""columns"": [""Weight""],
  ""methods"": [""Kurtosis""]
}",717
"{
  ""columns"": [""ANXIETY"", ""SWALLOWING DIFFICULTY"", ""SMOKING""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test"", ""Mantel-Haenszel Test""]
}",718
"{
  ""columns"": [""Fedu""],
  ""methods"": [""Range""]
}",719
"{
  ""columns"": [""ever_married"", ""work_type""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test""]
}",720
"{
  ""columns"": [""Speed"", ""Weight_kg"", ""Total""],
  ""methods"": [""Partial Correlation Coefficient""]
}",721
"{
  ""columns"": [""Philippines"", ""Myanmar""],
  ""methods"": [""Mood Variance Test"", ""Levene Test"", ""Bartlett Test"", ""F-Test for Variance""]
}",722
"{
  ""columns"": [""JAN""],
  ""methods"": [""Standard Deviation""]
}",723
"{
  ""columns"": [""Average Tree Price"", ""Sales""],
  ""methods"": [""Pearson Correlation Coefficient"", ""Spearman Correlation Coefficient"", ""Kendall Correlation Coefficient""]
}",724
"{
  ""columns"": [""SCC"", ""SMOKE""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test""]
}",725
"{
  ""columns"": [""Age"", ""NCP""],
  ""methods"": [""Mood Variance Test"", ""Levene Test"", ""Bartlett Test"", ""F-Test for Variance""]
}",726
"{
  ""columns"": [""Walc""],
  ""methods"": [""Anderson-Darling Test"", ""Shapiro-Wilk Test of Normality"", ""Kolmogorov-Smirnov Test for Normality"", ""Lilliefors Test""]
}",727
"{
  ""columns"": [""CHRONIC DISEASE"", ""ALLERGY""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test""]
}",728
