model_answer,serial_number
"{""columns"":[""mileage(kmpl)"",""engine(cc)""],""methods"":[""Pearson Correlation Coefficient"",""Spearman Correlation Coefficient"",""Kendall Correlation Coefficient"",""Shapiro-Wilk Test of Normality"",""Kolmogorov-Smirnov Test for Normality"",""Lilliefors Test"",""Anderson-Darling Test""]}",877
"{""columns"":[""Brazil""],""methods"":[""Median""]}",878
"{""columns"":[""Philippines"",""Myanmar""],""methods"":[""Pearson Correlation Coefficient"",""Spearman Correlation Coefficient"",""Kendall Correlation Coefficient"",""Kolmogorov-Smirnov Test"",""Anderson-Darling Test""]}",879
"{""columns"":[""EstimatedSalary""],""methods"":[""Quartile""]}",880
"{""columns"":[""Total Computer Usage (Wireless + PC Sessions)"",""# of Homeless Individuals Served at The Source""],""methods"":[""Mood Variance Test"",""Levene Test"",""Bartlett Test"",""F-Test for Variance""]}",881
"{""columns"":[""Sp_Def"",""Weight_kg""],""methods"":[""Levene Test"",""Bartlett Test"",""F-Test for Variance"",""Mood Variance Test""]}",882
"{""columns"":[""age""],""methods"":[""Kurtosis""]}",883
"{""columns"":[""age"",""studytime""],""methods"":[""Mood Variance Test"",""Levene Test"",""Bartlett Test"",""F-Test for Variance""]}",884
"{""columns"":[""GENDER"",""COUGHING""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test""]}",885
"{""columns"":[""Death Age : 6-10""],""methods"":[""Descriptive Statistics: Quartile""]}",886
"{""columns"":[""studytime""],""methods"":[""Shapiro-Wilk Test of Normality"",""Anderson-Darling Test"",""Kolmogorov-Smirnov Test for Normality"",""Lilliefors Test""]}",887
"{""columns"":[""ME-107""],""methods"":[""Descriptive Statistics: Mode""]}",888
"{""columns"":[""Preferred Foot"",""Weak Foot""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test"",""Mantel-Haenszel Test""]}",889
"{""columns"":[""AcceptedCmp2"",""Response""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test"",""Mantel-Haenszel Test""]}",890
"{""columns"":[""Number of trees sold"",""Average Tree Price"",""Year""],""methods"":[""Pearson Correlation Coefficient"",""Spearman Correlation Coefficient"",""Kendall Correlation Coefficient"",""Partial Correlation Coefficient"",""Mean"",""Median"",""Standard Deviation"",""Shapiro-Wilk Test of Normality"",""Kolmogorov-Smirnov Test for Normality"",""Lilliefors Test""]}",891
"{""columns"":[""Average Tree Price"",""Sales""],""methods"":[""Levene Test"",""Bartlett Test"",""F-Test for Variance"",""Mood Variance Test""]}",892
"{""columns"":[""imdb_votes""],""methods"":[""Median""]}",893
"{""columns"":[""Terrorism deaths"",""Death Age : 21-50 ""],""methods"":[""Kolmogorov-Smirnov Test"",""Anderson-Darling Test"",""Shapiro-Wilk Test of Normality"",""Kolmogorov-Smirnov Test for Normality"",""Lilliefors Test"",""Mean"",""Median"",""Mode"",""Range"",""Quartile"",""Standard Deviation"",""Skewness"",""Kurtosis""]}",894
"{""columns"":[""Myanmar"",""China""],""methods"":[""Standard Deviation"",""Range"",""Quartile"",""F-Test for Variance"",""Levene Test"",""Bartlett Test"",""Mood Variance Test""]}",895
"{""columns"":[""avg_income"",""happyScore""],""methods"":[""F-Test for Variance"",""Levene Test"",""Bartlett Test"",""Mood Variance Test""]}",896
"{""columns"":[""India"",""Year""],""methods"":[""Mean""]}",897
"{""columns"":[""Number of trees sold"",""Average Tree Price"",""Year""],""methods"":[""Pearson Correlation Coefficient"",""Spearman Correlation Coefficient"",""Kendall Correlation Coefficient"",""Partial Correlation Coefficient""]}",898
"{""columns"":[""New Cardholders""],""methods"":[""Standard Deviation"",""Levene Test"",""Bartlett Test"",""Mood Variance Test"",""F-Test for Variance""]}",899
"{""columns"":[""Number of Ratings""],""methods"":[""Descriptive Statistics: Quartile""]}",900
"{""columns"":[""Number of Ratings""],""methods"":[""Skewness"",""Kurtosis""]}",901
"{""columns"":[""goout""],""methods"":[""Mean""]}",902
"{""columns"":[""work_setting"",""company_size""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test"",""Mantel-Haenszel Test""]}",903
"{""columns"":[""CGPA""],""methods"":[""Shapiro-Wilk Test of Normality"",""Anderson-Darling Test"",""Kolmogorov-Smirnov Test for Normality"",""Lilliefors Test"",""Skewness"",""Kurtosis""]}",904
"{""columns"":[""SOP"",""CGPA""],""methods"":[""Pearson Correlation Coefficient"",""Spearman Correlation Coefficient"",""Kendall Correlation Coefficient""]}",905
"{""columns"":[""address"",""higher"",""sex""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test"",""Mantel-Haenszel Test""]}",906
"{""columns"":[""paid"",""higher"",""famsup""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test"",""Mantel-Haenszel Test""]}",907
"{""columns"":[""Body Type"",""Preferred Foot""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test""]}",908
"{""columns"":[""Heart Rate""],""methods"":[""Quartile"",""Mean"",""Median"",""Mode"",""Range"",""Standard Deviation"",""Skewness"",""Kurtosis""]}",909
"{""columns"":[""Japan"",""Philippines""],""methods"":[""Levene Test"",""Bartlett Test"",""F-Test for Variance"",""Mood Variance Test""]}",910
"{""columns"":[""schoolsup"",""higher"",""Pstatus""],""methods"":[""Mantel-Haenszel Test"",""Chi-square Independence Test"",""Fisher Exact Test""]}",911
"{""columns"":[""X2 house age""],""methods"":[""Shapiro-Wilk Test of Normality"",""Anderson-Darling Test"",""Kolmogorov-Smirnov Test for Normality"",""Lilliefors Test""]}",912
"{""columns"":[""NumWebPurchases"",""MntMeatProducts"",""Income""],""methods"":[""Pearson Correlation Coefficient"",""Spearman Correlation Coefficient"",""Kendall Correlation Coefficient"",""Partial Correlation Coefficient""]}",913
"{""columns"":[""Bathrooms""],""methods"":[""Skewness""]}",914
"{""columns"":[""Death Age 100+""],""methods"":[""Kolmogorov-Smirnov Test for Uniform distribution""]}",915
"{""columns"":[""Year"",""Japan""],""methods"":[""Mean""]}",916
"{""columns"":[""failures"",""goout""],""methods"":[""Spearman Correlation Coefficient"",""Kendall Correlation Coefficient"",""Pearson Correlation Coefficient""]}",917
"{""columns"":[""higher"",""internet"",""famsize""],""methods"":[""Chi-square Independence Test"",""Mantel-Haenszel Test"",""Fisher Exact Test""]}",918
"{""columns"":[""BMI"",""Age"",""Dream Weight""],""methods"":[""Partial Correlation Coefficient"",""Pearson Correlation Coefficient"",""Spearman Correlation Coefficient"",""Kendall Correlation Coefficient""]}",919
"{""columns"":[""G2"",""Walc"",""goout""],""methods"":[""Spearman Correlation Coefficient"",""Kendall Correlation Coefficient"",""Partial Correlation Coefficient""]}",920
"{""columns"":[""SMOKING"",""SHORTNESS OF BREATH""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test"",""Mantel-Haenszel Test""]}",921
"{""columns"":[""FATIGUE "",""ALCOHOL CONSUMING"",""GENDER""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test"",""Mantel-Haenszel Test""]}",922
"{""columns"":[""Attack method: Unarmed Assault""],""methods"":[""Mean"",""Median"",""Mode"",""Range"",""Quartile"",""Standard Deviation"",""Skewness"",""Kurtosis""]}",923
"{""columns"":[""WHEEZING"",""CHEST PAIN"",""YELLOW_FINGERS""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test"",""Mantel-Haenszel Test""]}",924
"{""columns"":[""Weight_kg""],""methods"":[""Kolmogorov-Smirnov Test for Gamma distribution""]}",925
"{""columns"":[""imdb_score""],""methods"":[""Kurtosis""]}",926
"{""columns"":[""mileage(kmpl)"",""engine(cc)""],""methods"":[""Levene Test"",""Bartlett Test"",""F-Test for Variance"",""Mood Variance Test""]}",927
"{""columns"":[""famsize"",""internet"",""address""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test"",""Mantel-Haenszel Test""]}",928
"{""columns"":[""work_year""],""methods"":[""Kolmogorov-Smirnov Test for Gamma distribution""]}",929
"{""columns"":[""APR""],""methods"":[""Range"",""Quartile"",""Standard Deviation"",""Variance Test""]}",930
"{""columns"":[""Nigeria"",""Indonesia"",""Year""],""methods"":[""Mood Variance Test"",""Levene Test"",""Bartlett Test"",""F-Test for Variance""]}",931
"{""columns"":[""writing score""],""methods"":[""Standard Deviation""]}",932
"{""columns"":[""bmi""],""methods"":[""Quartile"",""Range"",""Mean"",""Median"",""Mode"",""Standard Deviation"",""Skewness"",""Kurtosis""]}",933
"{""columns"":[""Attack method: Hostage Taking (Kidnapping)"",""Death Age : 6-10"",""Terrorist attacks""],""methods"":[""Partial Correlation Coefficient"",""Spearman Correlation Coefficient"",""Pearson Correlation Coefficient"",""Kendall Correlation Coefficient""]}",934
"{""columns"":[""G3"",""Walc"",""traveltime""],""methods"":[""Spearman Correlation Coefficient"",""Partial Correlation Coefficient"",""Pearson Correlation Coefficient"",""Kendall Correlation Coefficient""]}",935
"{""columns"":[""Age"",""NCP""],""methods"":[""Levene Test"",""Bartlett Test"",""F-Test for Variance"",""Mood Variance Test""]}",936
"{""columns"":[""Myanmar"",""Thailand"",""Year""],""methods"":[""Descriptive Statistics: Standard Deviation"",""Descriptive Statistics: Range"",""Descriptive Statistics: Quartile"",""Variance Test: Levene Test"",""Variance Test: Bartlett Test"",""Variance Test: F-Test for Variance"",""Variance Test: Mood Variance Test""]}",937
"{""columns"":[""Actual Weight"",""Duration""],""methods"":[""Levene Test"",""Bartlett Test"",""F-Test for Variance"",""Mood Variance Test""]}",938
"{""columns"":[""Number of trees sold"",""Average Tree Price""],""methods"":[""Pearson Correlation Coefficient"",""Spearman Correlation Coefficient"",""Kendall Correlation Coefficient""]}",939
"{""columns"":[""freetime"",""goout""],""methods"":[""Spearman Correlation Coefficient"",""Kendall Correlation Coefficient"",""Pearson Correlation Coefficient""]}",940
"{""columns"":[""income_inequality"",""happyScore""],""methods"":[""Levene Test"",""Bartlett Test"",""F-Test for Variance"",""Mood Variance Test""]}",941
"{""columns"":[""Pstatus"",""guardian""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test"",""Mantel-Haenszel Test""]}",942
"{""columns"":[""Total Program Attendees"",""Total Computer Usage (Wireless + PC Sessions)""],""methods"":[""Levene Test"",""Bartlett Test"",""F-Test for Variance"",""Mood Variance Test""]}",943
"{""columns"":[""Radio Ad Budget ($)""],""methods"":[""Shapiro-Wilk Test of Normality"",""Anderson-Darling Test"",""Kolmogorov-Smirnov Test for Normality"",""Lilliefors Test""]}",944
"{""columns"":[""COUGHING"",""LUNG_CANCER"",""ALCOHOL CONSUMING""],""methods"":[""Mantel-Haenszel Test"",""Chi-square Independence Test"",""Fisher Exact Test""]}",945
"{""columns"":[""Overall"",""Weight""],""methods"":[""Levene Test"",""Bartlett Test"",""F-Test for Variance"",""Mood Variance Test""]}",946
"{""columns"":[""Review #""],""methods"":[""Quartile""]}",947
"{""columns"":[""RestingECG"",""HeartDisease""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test""]}",948
"{""columns"":[""Years of Experience""],""methods"":[""Kurtosis""]}",949
"{""columns"":[""JUN""],""methods"":[""Descriptive Statistics: Kurtosis""]}",950
"{""columns"":[""ever_married"",""smoking_status""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test"",""Mantel-Haenszel Test""]}",951
"{""columns"":[""famsup"",""higher"",""sex""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test"",""Mantel-Haenszel Test""]}",952
"{""columns"":[""Total Computer Usage (Wireless + PC Sessions)""],""methods"":[""Shapiro-Wilk Test of Normality"",""Anderson-Darling Test"",""Kolmogorov-Smirnov Test for Normality"",""Lilliefors Test"",""Mean"",""Median"",""Mode"",""Range"",""Quartile"",""Standard Deviation"",""Skewness"",""Kurtosis""]}",953
"{""columns"":[""Recency"",""MntMeatProducts""],""methods"":[""Descriptive Statistics: Mean"",""Descriptive Statistics: Median"",""Descriptive Statistics: Range"",""Descriptive Statistics: Quartile"",""Descriptive Statistics: Standard Deviation"",""Descriptive Statistics: Skewness"",""Descriptive Statistics: Kurtosis"",""Distribution Compliance Test: Shapiro-Wilk Test of Normality"",""Distribution Compliance Test: Anderson-Darling Test"",""Distribution Compliance Test: Kolmogorov-Smirnov Test for Normality"",""Distribution Compliance Test: Lilliefors Test"",""Distribution Compliance Test: Kolmogorov-Smirnov Test""]}",954
"{""columns"":[""Kidhome"",""Teenhome"",""MntSweetProducts"",""Income""],""methods"":[""Partial Correlation Coefficient"",""Spearman Correlation Coefficient"",""Kendall Correlation Coefficient"",""Pearson Correlation Coefficient""]}",955
"{""columns"":[""Education Level"",""Job Title"",""Senior""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test"",""Mantel-Haenszel Test""]}",956
"{""columns"":[""Brazil"",""Vietnam"",""Year""],""methods"":[""Standard Deviation"",""Range"",""Quartile"",""Levene Test"",""Bartlett Test"",""F-Test for Variance"",""Mood Variance Test""]}",957
"{""columns"":[""Wage"",""Overall"",""Age""],""methods"":[""Partial Correlation Coefficient"",""Pearson Correlation Coefficient"",""Spearman Correlation Coefficient"",""Kendall Correlation Coefficient""]}",958
"{""columns"":[""TV Ad Budget ($)""],""methods"":[""Shapiro-Wilk Test of Normality"",""Anderson-Darling Test"",""Kolmogorov-Smirnov Test for Normality"",""Lilliefors Test""]}",959
"{""columns"":[""Thailand"",""Bangladesh""],""methods"":[""Levene Test"",""Bartlett Test"",""F-Test for Variance"",""Mood Variance Test"",""Standard Deviation"",""Range"",""Quartile""]}",960
"{""columns"":[""Age"",""Height""],""methods"":[""Standard Deviation"",""Range"",""Quartile"",""Mood Variance Test"",""Levene Test"",""Bartlett Test"",""F-Test for Variance""]}",961
"{""columns"":[""Dalc"",""Walc""],""methods"":[""Descriptive Statistics: Standard Deviation"",""Descriptive Statistics: Range"",""Descriptive Statistics: Quartile"",""Variance Test: F-Test for Variance"",""Variance Test: Levene Test"",""Variance Test: Bartlett Test"",""Variance Test: Mood Variance Test""]}",962
"{""columns"":[""Philippines"",""Myanmar""],""methods"":[""Standard Deviation"",""Range"",""Quartile"",""Levene Test"",""Bartlett Test"",""F-Test for Variance"",""Mood Variance Test""]}",963
"{""columns"":[""North America""],""methods"":[""Median""]}",964
"{""columns"":[""Total Library Visitors""],""methods"":[""Descriptive Statistics: Kurtosis""]}",965
"{""columns"":[""Height"",""FCVC""],""methods"":[""Mood Variance Test"",""Levene Test"",""Bartlett Test"",""F-Test for Variance""]}",966
"{""columns"":[""Thailand"",""Vietnam""],""methods"":[""Levene Test"",""Bartlett Test"",""F-Test for Variance"",""Mood Variance Test""]}",967
"{""columns"":[""isLegendary"",""hasGender""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test""]}",968
"{""columns"":[""Education"",""Response""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test"",""Mantel-Haenszel Test""]}",969
"{""columns"":[""Dalc""],""methods"":[""Range""]}",970
"{""columns"":[""median_income"",""happyScore""],""methods"":[""Descriptive Statistics: Standard Deviation"",""Variance Test: Levene Test"",""Variance Test: Bartlett Test"",""Variance Test: Mood Variance Test"",""Variance Test: F-Test for Variance""]}",971
"{""columns"":[""Death Age 100+""],""methods"":[""Mean"",""Median"",""Mode"",""Range"",""Quartile"",""Standard Deviation"",""Skewness"",""Kurtosis""]}",972
"{""columns"":[""ExerciseAngina"",""ST_Slope""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test"",""Mantel-Haenszel Test""]}",973
"{""columns"":[""Title"",""Hours Viewed""],""methods"":[""Kurtosis""]}",974
"{""columns"":[""Cholesterol""],""methods"":[""Range""]}",975
"{""columns"":[""address"",""reason""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test""]}",976
"{""columns"":[""Potential""],""methods"":[""Descriptive Statistics: Median""]}",977
"{""columns"":[""Age"",""Height""],""methods"":[""Range"",""Quartile"",""Standard Deviation"",""Mood Variance Test"",""Levene Test"",""Bartlett Test"",""F-Test for Variance""]}",978
"{""columns"":[""# of Individuals Assisted in Pursuing Citizenship""],""methods"":[""Shapiro-Wilk Test of Normality"",""Anderson-Darling Test"",""Kolmogorov-Smirnov Test for Normality"",""Lilliefors Test""]}",979
"{""columns"":[""address"",""paid""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test""]}",980
"{""columns"":[""studytime"",""failures""],""methods"":[""Pearson Correlation Coefficient"",""Spearman Correlation Coefficient"",""Kendall Correlation Coefficient""]}",981
"{""columns"":[""avg_satisfaction"",""std_satisfaction""],""methods"":[""F-Test for Variance"",""Levene Test"",""Bartlett Test"",""Mood Variance Test""]}",982
"{""columns"":[""Recency"",""MntFishProducts""],""methods"":[""Descriptive Statistics: Mean"",""Descriptive Statistics: Median"",""Descriptive Statistics:Range"",""Descriptive Statistics: Quartile"",""Descriptive Statistics: Standard Deviation"",""Descriptive Statistics: Skewness"",""Descriptive Statistics: Kurtosis"",""Distribution Compliance Test: Kolmogorov-Smirnov Test""]}",983
"{""columns"":[""FATIGUE "",""COUGHING"",""YELLOW_FINGERS""],""methods"":[""Mantel-Haenszel Test"",""Chi-square Independence Test"",""Fisher Exact Test""]}",984
"{""columns"":[""Additional_Work"",""Transportation""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test"",""Mantel-Haenszel Test""]}",985
"{""columns"":[""school"",""reason""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test""]}",986
"{""columns"":[""Review""],""methods"":[""Shapiro-Wilk Test of Normality"",""Anderson-Darling Test"",""Kolmogorov-Smirnov Test for Normality"",""Lilliefors Test"",""Skewness"",""Kurtosis""]}",987
"{""columns"":[""Age""],""methods"":[""Shapiro-Wilk Test of Normality"",""Anderson-Darling Test"",""Kolmogorov-Smirnov Test for Normality"",""Lilliefors Test""]}",988
"{""columns"":[""family_history_with_overweight"",""NObeyesdad""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test"",""Mantel-Haenszel Test""]}",989
"{""columns"":[""famsize"",""romantic"",""school""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test"",""Mantel-Haenszel Test""]}",990
"{""columns"":[""Number of trees sold"",""Sales"",""Year""],""methods"":[""Pearson Correlation Coefficient"",""Spearman Correlation Coefficient"",""Kendall Correlation Coefficient"",""Partial Correlation Coefficient""]}",991
"{""columns"":[""Skill Moves"",""Real Face""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test""]}",992
"{""columns"":[""Total Program Attendees"",""Total Cardholders""],""methods"":[""Mood Variance Test"",""Levene Test"",""Bartlett Test"",""F-Test for Variance""]}",993
"{""columns"":[""SWALLOWING DIFFICULTY"",""CHEST PAIN"",""YELLOW_FINGERS""],""methods"":[""Mantel-Haenszel Test"",""Chi-square Independence Test"",""Fisher Exact Test""]}",994
"{""columns"":[""Average Tree Price""],""methods"":[""Shapiro-Wilk Test of Normality"",""Anderson-Darling Test"",""Kolmogorov-Smirnov Test for Normality"",""Lilliefors Test""]}",995
"{""columns"":[""BMI""],""methods"":[""Standard Deviation""]}",996
"{""columns"":[""reason"",""internet""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test""]}",997
"{""columns"":[""Weight""],""methods"":[""Median""]}",998
"{""columns"":[""Skill Moves"",""Real Face""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test""]}",999
"{""columns"":[""CHRONIC DISEASE"",""FATIGUE "",""GENDER""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test"",""Mantel-Haenszel Test""]}",1000
"{""columns"":[""AUG"",""SEP""],""methods"":[""Levene Test"",""Bartlett Test"",""F-Test for Variance"",""Mood Variance Test""]}",1001
"{""columns"":[""NOV""],""methods"":[""Mean""]}",1002
"{""columns"":[""COUGHING"",""SHORTNESS OF BREATH"",""SMOKING""],""methods"":[""Mantel-Haenszel Test"",""Chi-square Independence Test"",""Fisher Exact Test""]}",1003
"{""columns"":[""std_satisfaction"",""happyScore""],""methods"":[""Descriptive Statistics: Standard Deviation"",""Variance Test: Levene Test"",""Variance Test: Bartlett Test"",""Variance Test: F-Test for Variance"",""Variance Test: Mood Variance Test""]}",1004
"{""columns"":[""Total Library Visitors"",""# of Homeless Individuals Served at The Source""],""methods"":[""Levene Test"",""Bartlett Test"",""F-Test for Variance"",""Mood Variance Test""]}",1005
"{""columns"":[""Age""],""methods"":[""Shapiro-Wilk Test of Normality"",""Anderson-Darling Test"",""Kolmogorov-Smirnov Test for Normality"",""Lilliefors Test""]}",1006
"{""columns"":[""nursery"",""romantic"",""Pstatus""],""methods"":[""Mantel-Haenszel Test"",""Chi-square Independence Test"",""Fisher Exact Test""]}",1007
"{""columns"":[""MntFishProducts""],""methods"":[""Shapiro-Wilk Test of Normality"",""Anderson-Darling Test"",""Kolmogorov-Smirnov Test for Normality"",""Lilliefors Test""]}",1008
"{""columns"":[""Special"",""Height""],""methods"":[""Pearson Correlation Coefficient"",""Spearman Correlation Coefficient"",""Kendall Correlation Coefficient""]}",1009
"{""columns"":[""adjusted_satisfaction"",""std_satisfaction""],""methods"":[""Mood Variance Test"",""Levene Test"",""Bartlett Test"",""F-Test for Variance""]}",1010
"{""columns"":[""LOR ""],""methods"":[""Shapiro-Wilk Test of Normality"",""Anderson-Darling Test"",""Kolmogorov-Smirnov Test for Normality"",""Lilliefors Test""]}",1011
"{""columns"":[""studytime"",""freetime"",""age""],""methods"":[""Pearson Correlation Coefficient"",""Spearman Correlation Coefficient"",""Kendall Correlation Coefficient"",""Partial Correlation Coefficient""]}",1012
"{""columns"":[""Thailand"",""China""],""methods"":[""Levene Test"",""Bartlett Test"",""F-Test for Variance"",""Mood Variance Test""]}",1013
"{""columns"":[""Total Program Attendees""],""methods"":[""Quartile""]}",1014
"{""columns"":[""isLegendary"",""hasGender""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test"",""Mantel-Haenszel Test""]}",1015
"{""columns"":[""MntFishProducts"",""NumStorePurchases"",""Income""],""methods"":[""Partial Correlation Coefficient"",""Pearson Correlation Coefficient"",""Spearman Correlation Coefficient"",""Kendall Correlation Coefficient""]}",1016
"{""columns"":[""CGPA""],""methods"":[""Range"",""Quartile"",""Standard Deviation"",""Variance Test: Levene Test"",""Mood Variance Test"",""Bartlett Test"",""F-Test for Variance""]}",1017
"{""columns"":[""Height""],""methods"":[""Median""]}",1018
"{""columns"":[""G1"",""freetime"",""Dalc""],""methods"":[""Pearson Correlation Coefficient"",""Spearman Correlation Coefficient"",""Kendall Correlation Coefficient"",""Partial Correlation Coefficient""]}",1019
"{""columns"":[""guardian"",""higher""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test""]}",1020
"{""columns"":[""Research Quality Score""],""methods"":[""Mean""]}",1021
"{""columns"":[""Attack""],""methods"":[""Median""]}",1022
"{""columns"":[""Death Age: 51-99 ""],""methods"":[""Range"",""Quartile"",""Standard Deviation""]}",1023
"{""columns"":[""famrel"",""Walc""],""methods"":[""Descriptive Statistics: Standard Deviation"",""Descriptive Statistics: Range"",""Descriptive Statistics: Quartile"",""Variance Test: Levene Test"",""Variance Test: Bartlett Test"",""Variance Test: Mood Variance Test"",""Variance Test: F-Test for Variance""]}",1024
"{""columns"":[""address"",""nursery"",""school""],""methods"":[""Chi-square Independence Test"",""Mantel-Haenszel Test"",""Fisher Exact Test""]}",1025
"{""columns"":[""age"",""health""],""methods"":[""Mood Variance Test"",""Levene Test"",""Bartlett Test"",""F-Test for Variance""]}",1026
"{""columns"":[""Review""],""methods"":[""Standard Deviation""]}",1027
"{""columns"":[""Income"",""Z_CostContact""],""methods"":[""Descriptive Statistics: Mean"",""Descriptive Statistics: Median"",""Descriptive Statistics: Mode"",""Descriptive Statistics: Range"",""Descriptive Statistics: Quartile"",""Descriptive Statistics: Standard Deviation"",""Descriptive Statistics: Skewness"",""Descriptive Statistics: Kurtosis"",""Distribution Compliance Test: Kolmogorov-Smirnov Test"",""Distribution Compliance Test: Anderson-Darling Test""]}",1028
"{""columns"":[""Hours Viewed"",""Number of Ratings""],""methods"":[""Pearson Correlation Coefficient"",""Spearman Correlation Coefficient"",""Kendall Correlation Coefficient""]}",1029
"{""columns"":[""CAEC"",""NObeyesdad""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test"",""Mantel-Haenszel Test""]}",1030
"{""columns"":[""Sp_Def"",""Speed"",""Sp_Atk""],""methods"":[""Partial Correlation Coefficient"",""Pearson Correlation Coefficient"",""Spearman Correlation Coefficient"",""Kendall Correlation Coefficient""]}",1031
"{""columns"":[""Age"",""Oldpeak""],""methods"":[""Pearson Correlation Coefficient"",""Spearman Correlation Coefficient"",""Kendall Correlation Coefficient"",""Kolmogorov-Smirnov Test"",""Anderson-Darling Test"",""Shapiro-Wilk Test of Normality"",""Kolmogorov-Smirnov Test for Normality"",""Lilliefors Test"",""Mean"",""Median"",""Mode"",""Range"",""Quartile"",""Standard Deviation"",""Skewness"",""Kurtosis""]}",1032
"{""columns"":[""median_income""],""methods"":[""Kolmogorov-Smirnov Test for Gamma distribution""]}",1033
"{""columns"":[""Total eMedia Circulation"",""Total Computer Usage (Wireless + PC Sessions)""],""methods"":[""F-Test for Variance"",""Levene Test"",""Bartlett Test"",""Mood Variance Test""]}",1034
"{""columns"":[""MntFishProducts""],""methods"":[""Skewness""]}",1035
"{""columns"":[""NumStorePurchases"",""Kidhome"",""MntGoldProds""],""methods"":[""Partial Correlation Coefficient""]}",1036
"{""columns"":[""CH2O""],""methods"":[""Kolmogorov-Smirnov Test for Exponential distribution""]}",1037
"{""columns"":[""Balance"",""EstimatedSalary""],""methods"":[""Kolmogorov-Smirnov Test"",""Anderson-Darling Test""]}",1038
"{""columns"":[""Attack method: Hostage Taking (Barricade Incident)"",""Attack method: Facility/Infrastructure Attack"",""Attack method: Hijacking""],""methods"":[""Partial Correlation Coefficient""]}",1039
"{""columns"":[""GRE Score"",""CGPA""],""methods"":[""Pearson Correlation Coefficient"",""Spearman Correlation Coefficient"",""Kendall Correlation Coefficient""]}",1040
"{""columns"":[""MntFishProducts"",""Z_CostContact"",""Teenhome""],""methods"":[""Pearson Correlation Coefficient"",""Spearman Correlation Coefficient"",""Kendall Correlation Coefficient"",""Partial Correlation Coefficient""]}",1041
"{""columns"":[""heart_disease"",""work_type""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test""]}",1042
"{""columns"":[""GRE Score"",""TOEFL Score""],""methods"":[""Pearson Correlation Coefficient"",""Spearman Correlation Coefficient"",""Kendall Correlation Coefficient"",""Kolmogorov-Smirnov Test""]}",1043
"{""columns"":[""avg_income"",""happyScore""],""methods"":[""F-Test for Variance"",""Levene Test"",""Bartlett Test"",""Mood Variance Test""]}",1044
"{""columns"":[""hypertension"",""ever_married""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test""]}",1045
"{""columns"":[""X2 house age"",""Y house price of unit area""],""methods"":[""Pearson Correlation Coefficient"",""Spearman Correlation Coefficient"",""Kendall Correlation Coefficient""]}",1046
"{""columns"":[""Height_m"",""Catch_Rate""],""methods"":[""Pearson Correlation Coefficient"",""Spearman Correlation Coefficient"",""Kendall Correlation Coefficient"",""Shapiro-Wilk Test of Normality"",""Kolmogorov-Smirnov Test for Normality"",""Lilliefors Test"",""Anderson-Darling Test"",""Mean"",""Median"",""Range"",""Quartile"",""Standard Deviation"",""Skewness"",""Kurtosis""]}",1047
"{""columns"":[""schoolsup""],""methods"":[""Mode""]}",1048
"{""columns"":[""MntSweetProducts"",""NumDealsPurchases""],""methods"":[""Kolmogorov-Smirnov Test""]}",1049
"{""columns"":[""Number of trees sold"",""Sales""],""methods"":[""Pearson Correlation Coefficient"",""Spearman Correlation Coefficient"",""Kendall Correlation Coefficient""]}",1050
"{""columns"":[""GDP""],""methods"":[""Shapiro-Wilk Test of Normality"",""Anderson-Darling Test"",""Kolmogorov-Smirnov Test for Normality"",""Lilliefors Test""]}",1051
"{""columns"":[""Weight_kg""],""methods"":[""Standard Deviation""]}",1052
