extracted_answer,serial_number
"{
  ""columns"": [""Overall""],
  ""methods"": [""Standard Deviation"", ""Range"", ""Quartile"", ""Variance Test""]
}",586
"{
  ""columns"": [""India"", ""China""],
  ""methods"": [""F-Test for Variance""]
}",587
"{
  ""columns"": [""farmprice""],
  ""methods"": [""Shapiro-Wilk Test of Normality"", ""Kolmogorov-Smirnov Test for Normality"", ""Anderson-Darling Test"", ""Lilliefors Test""]
}",588
"{
  ""columns"": [""absences""],
  ""methods"": [""Median""]
}",589
"{""columns"": [""Pakistan"", ""China""], ""methods"": [""F-Test for Variance"", ""Levene Test"", ""Bartlett Test""]}",590
"{
  ""columns"": [""Japan"", ""India""],
  ""methods"": [""F-Test for Variance"", ""Levene Test"", ""Bartlett Test""]
}",591
"{
  ""columns"": [""Fedu""],
  ""methods"": [""Shapiro-Wilk Test of Normality"", ""Kolmogorov-Smirnov Test for Normality"", ""Anderson-Darling Test"", ""Lilliefors Test""]
}",592
"{
  ""columns"": [""Indonesia"", ""Bangladesh""],
  ""methods"": [""F-Test for Variance"", ""Levene Test"", ""Bartlett Test""]
}",593
"{
  ""columns"": [""Overall"", ""Release Clause""],
  ""methods"": [""Levene Test"", ""Bartlett Test"", ""F-Test for Variance""]
}",594
"{
  ""columns"": [""work_type"", ""smoking_status""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test"", ""Mantel-Haenszel Test""]
}",595
"{""columns"": [""# of Individuals Assisted in Pursuing Citizenship""], ""methods"": [""Standard Deviation""]}",596
"{
  ""columns"": [""Japan""],
  ""methods"": [""Standard Deviation""]
}",597
"{
  ""columns"": [""hasGender"", ""isLegendary""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test"", ""Mantel-Haenszel Test""]
}",598
"{
  ""columns"": [""APR""],
  ""methods"": [""Standard Deviation""]
}",599
"{
  ""columns"": [""torque(Nm)""],
  ""methods"": [""Kolmogorov-Smirnov Test for Exponential distribution""]
}",600
"{
  ""columns"": [""MntSweetProducts""],
  ""methods"": [""Range""]
}",601
"{
  ""columns"": [""Number of trees sold"", ""Average Tree Price""],
  ""methods"": [""Pearson Correlation Coefficient"", ""Spearman Correlation Coefficient"", ""Kendall Correlation Coefficient""]
}",602
"{
  ""columns"": [""Duration""],
  ""methods"": [""Shapiro-Wilk Test of Normality"", ""Kolmogorov-Smirnov Test for Normality"", ""Anderson-Darling Test"", ""Lilliefors Test""]
}",603
"{
  ""columns"": [""Total Library Visitors""],
  ""methods"": [""Shapiro-Wilk Test of Normality"", ""Kolmogorov-Smirnov Test for Normality"", ""Anderson-Darling Test"", ""Lilliefors Test""]
}",604
"{
  ""columns"": [""family_history_with_overweight"", ""FAVC""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test""]
}",605
"{
  ""columns"": [""Real Face"", ""Body Type""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test""]
}",606
"{
  ""columns"": [""Wage"", ""Release Clause""],
  ""methods"": [""Mood Variance Test"", ""Levene Test"", ""Bartlett Test"", ""F-Test for Variance""]
}",607
"{
  ""columns"": [""Oldpeak""],
  ""methods"": [""Range""]
}",608
"{
  ""columns"": [""Research Quality Score"", ""Teaching Score""],
  ""methods"": [""Pearson Correlation Coefficient"", ""Spearman Correlation Coefficient"", ""Kendall Correlation Coefficient""]
}",609
"{
  ""columns"": [""math score""],
  ""methods"": [""Shapiro-Wilk Test of Normality"", ""Anderson-Darling Test"", ""Kolmogorov-Smirnov Test for Normality"", ""Lilliefors Test""]
}",610
"{
  ""columns"": [""Fedu""],
  ""methods"": [""Shapiro-Wilk Test of Normality"", ""Kolmogorov-Smirnov Test for Normality"", ""Lilliefors Test""]
}",611
"{
  ""columns"": [""ALCOHOL CONSUMING"", ""LUNG_CANCER"", ""CHRONIC DISEASE""],
  ""methods"": [""Chi-square Independence Test"", ""Mantel-Haenszel Test""]
}",612
"{
  ""columns"": [""SHORTNESS OF BREATH"", ""CHEST PAIN"", ""GENDER""],
  ""methods"": [""Chi-square Independence Test"", ""Mantel-Haenszel Test""]
}",613
"{
  ""columns"": [""APR""],
  ""methods"": [""Mean""]
}",614
"{
  ""columns"": [""internet"", ""romantic"", ""school""],
  ""methods"": [""Chi-square Independence Test"", ""Mantel-Haenszel Test""]
}",615
"{
  ""columns"": [""bmi""],
  ""methods"": [""Kurtosis""]
}",616
"{""columns"": [""happyScore"", ""median_income""], ""methods"": [""Levene Test"", ""Bartlett Test"", ""F-Test for Variance""]}",617
"{
  ""columns"": [""Death Age : 21-50""],
  ""methods"": [""Kolmogorov-Smirnov Test for Gamma distribution""]
}",618
"{
  ""columns"": [""price(in lakhs)""],
  ""methods"": [""Range""]
}",619
"{""columns"": [""Nigeria""], ""methods"": [""Shapiro-Wilk Test of Normality""]}",620
"{
  ""columns"": [""Research Environment Score"", ""International Outlook"", ""Research Quality Score""],
  ""methods"": [""Partial Correlation Coefficient""]
}",621
"{
  ""columns"": [""Overall"", ""Height""],
  ""methods"": [""Levene Test"", ""Bartlett Test"", ""F-Test for Variance""]
}",622
"{
  ""columns"": [""ANU""],
  ""methods"": [""Quartile""]
}",623
"{
  ""columns"": [""FAVC"", ""NObeyesdad""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test"", ""Mantel-Haenszel Test""]
}",624
"{
  ""columns"": [""runtime"", ""imdb_votes""],
  ""methods"": [""Pearson Correlation Coefficient"", ""Spearman Correlation Coefficient"", ""Kendall Correlation Coefficient""]
}",625
"{
  ""columns"": [""mileage(kmpl)""],
  ""methods"": [""Shapiro-Wilk Test of Normality"", ""Kolmogorov-Smirnov Test for Normality"", ""Anderson-Darling Test"", ""Lilliefors Test""]
}",626
"{
  ""columns"": [""MaxHR""],
  ""methods"": [""Mean""]
}",627
"{
  ""columns"": [""Review #""],
  ""methods"": [""Shapiro-Wilk Test of Normality"", ""Kolmogorov-Smirnov Test for Normality"", ""Lilliefors Test"", ""Anderson-Darling Test""]
}",628
"{
  ""columns"": [""Defense"", ""Catch_Rate""],
  ""methods"": [""Variance Test""]
}",629
"{
  ""columns"": [""Pstatus"", ""guardian""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test""]
}",630
"{
  ""columns"": [""smoking_status"", ""stroke""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test"", ""Mantel-Haenszel Test""]
}",631
"{
  ""columns"": [""Recency""],
  ""methods"": [""Kolmogorov-Smirnov Test for Exponential distribution""]
}",632
"{""columns"": [""GRE Score""], ""methods"": [""Quartile""]}",633
"{
  ""columns"": [""Kidhome"", ""Teenhome"", ""NumWebPurchases""],
  ""methods"": [""Pearson Correlation Coefficient"", ""Spearman Correlation Coefficient"", ""Kendall Correlation Coefficient""]
}",634
"{
  ""columns"": [""Walc""],
  ""methods"": [""Shapiro-Wilk Test of Normality"", ""Kolmogorov-Smirnov Test for Normality"", ""Anderson-Darling Test"", ""Lilliefors Test""]
}",635
"{
  ""columns"": [""WHEEZING"", ""CHEST PAIN"", ""ALLERGY""],
  ""methods"": [""Chi-square Independence Test"", ""Mantel-Haenszel Test""]
}",636
"{
  ""columns"": [""NumWebVisitsMonth"", ""MntFruits"", ""NumDealsPurchases""],
  ""methods"": [""Partial Correlation Coefficient""]
}",637
"{
  ""columns"": [""Height"", ""CH2O""],
  ""methods"": [""Pearson Correlation Coefficient"", ""Spearman Correlation Coefficient"", ""Kendall Correlation Coefficient""]
}",638
"{
  ""columns"": [""ALLERGY""],
  ""methods"": [""Mode""]
}",639
"{
  ""columns"": [""Research Quality Score""],
  ""methods"": [""Quartile""]
}",640
"{
  ""columns"": [""Nigeria"", ""Bangladesh""],
  ""methods"": [""F-Test for Variance"", ""Levene Test"", ""Bartlett Test""]
}",641
"{
  ""columns"": [""# of Individuals Assisted in Pursuing Citizenship""],
  ""methods"": [
    ""Anderson-Darling Test"",
    ""Shapiro-Wilk Test of Normality"",
    ""Kolmogorov-Smirnov Test for Normality"",
    ""Lilliefors Test"",
    ""Skewness"",
    ""Kurtosis""
  ]
}",642
"{
  ""columns"": [""GENDER"", ""SWALLOWING DIFFICULTY""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test""]
}",643
"{
  ""columns"": [""JAN""],
  ""methods"": [""Range""]
}",644
"{
  ""columns"": [""CH2O""],
  ""methods"": [""Quartile""]
}",645
"{
  ""columns"": [""Review"", ""North America"", ""Rank""],
  ""methods"": [""Partial Correlation Coefficient""]
}",646
"{
  ""columns"": [""Attack method: Hostage Taking (Barricade Incident)""],
  ""methods"": [""Mean""]
}",647
"{
  ""columns"": [""PEER_PRESSURE"", ""SWALLOWING DIFFICULTY"", ""GENDER""],
  ""methods"": [""Chi-square Independence Test"", ""Mantel-Haenszel Test""]
}",648
"{
  ""columns"": [""Average Tree Price"", ""Sales""],
  ""methods"": [""Pearson Correlation Coefficient"", ""Spearman Correlation Coefficient"", ""Kendall Correlation Coefficient""]
}",649
"{
  ""columns"": [""Calories Burn"", ""Heart Rate""],
  ""methods"": [""Levene Test"", ""Bartlett Test"", ""F-Test for Variance""]
}",650
"{
  ""columns"": [""activities"", ""nursery"", ""famsize""],
  ""methods"": [""Chi-square Independence Test"", ""Mantel-Haenszel Test""]
}",651
"{
  ""columns"": [""NumCatalogPurchases""],
  ""methods"": [""Standard Deviation""]
}",652
"{
  ""columns"": [""experience_level"", ""company_size""],
  ""methods"": [""Chi-square Independence Test""]
}",653
"{
  ""columns"": [""losangelesretail"", ""newyorkretail""],
  ""methods"": [""Pearson Correlation Coefficient"", ""Spearman Correlation Coefficient"", ""Kendall Correlation Coefficient""]
}",654
"{
  ""columns"": [""Year"", ""Philippines"", ""China""],
  ""methods"": [""Descriptive Statistics"", ""Variance Test""]
}",655
"{
  ""columns"": [""Attack method: Facility/Infrastructure Attack""],
  ""methods"": [""Median""]
}",656
"{
  ""columns"": [""chicagoretail""],
  ""methods"": [""Kolmogorov-Smirnov Test for Exponential distribution""]
}",657
"{""columns"": [""SMOKE"", ""CAEC""], ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test"", ""Mantel-Haenszel Test""]}",658
"{
  ""columns"": [""G1""],
  ""methods"": [""Kolmogorov-Smirnov Test for Uniform distribution""]
}",659
"{
  ""columns"": [""Terrorism deaths""],
  ""methods"": [
    ""Anderson-Darling Test"",
    ""Shapiro-Wilk Test of Normality"",
    ""Kolmogorov-Smirnov Test for Normality"",
    ""Lilliefors Test"",
    ""Mean"",
    ""Median"",
    ""Mode"",
    ""Range"",
    ""Quartile"",
    ""Standard Deviation"",
    ""Skewness"",
    ""Kurtosis""
  ]
}",660
"{
  ""columns"": [""Mjob"", ""guardian""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test""]
}",661
"{
  ""columns"": [""AUG""],
  ""methods"": [""Standard Deviation""]
}",662
"{
  ""columns"": [""Medu""],
  ""methods"": [""Median""]
}",663
"{
  ""columns"": [""absences"", ""freetime"", ""goout""],
  ""methods"": [""Partial Correlation Coefficient""]
}",664
"{
  ""columns"": [""Sp_Def""],
  ""methods"": [""Kolmogorov-Smirnov Test for Exponential distribution""]
}",665
"{
  ""columns"": [""ANXIETY"", ""SWALLOWING DIFFICULTY"", ""YELLOW_FINGERS""],
  ""methods"": [""Chi-square Independence Test"", ""Mantel-Haenszel Test""]
}",666
"{
  ""columns"": [""famsup"", ""paid"", ""schoolsup""],
  ""methods"": [""Chi-square Independence Test"", ""Mantel-Haenszel Test""]
}",667
"{
  ""columns"": [""F2019""],
  ""methods"": [""Median""]
}",668
"{""columns"": [""happyScore"", ""GDP""], ""methods"": [""Pearson Correlation Coefficient"", ""Spearman Correlation Coefficient"", ""Kendall Correlation Coefficient""]}",669
"{
  ""columns"": [""Terrorism deaths""],
  ""methods"": [""Range""]
}",670
"{
  ""columns"": [""PH-121""],
  ""methods"": [""Mode""]
}",671
"{
  ""columns"": [""CHRONIC DISEASE"", ""LUNG_CANCER"", ""YELLOW_FINGERS""],
  ""methods"": [""Chi-square Independence Test"", ""Mantel-Haenszel Test""]
}",672
"{
  ""columns"": [""Vietnam"", ""Bangladesh""],
  ""methods"": [""F-Test for Variance"", ""Levene Test"", ""Bartlett Test""]
}",673
"{
  ""columns"": [""Overall""],
  ""methods"": [""Quartile""]
}",674
"{
  ""columns"": [""China""],
  ""methods"": [""Median""]
}",675
"{
  ""columns"": [""COUGHING"", ""SWALLOWING DIFFICULTY"", ""SMOKING""],
  ""methods"": [""Mantel-Haenszel Test""]
}",676
"{
  ""columns"": [""nursery"", ""romantic"", ""schoolsup""],
  ""methods"": [""Chi-square Independence Test"", ""Mantel-Haenszel Test""]
}",677
"{
  ""columns"": [""Height_m""],
  ""methods"": [""Standard Deviation""]
}",678
"{
  ""columns"": [""F2020""],
  ""methods"": [""Mean""]
}",679
"{
  ""columns"": [""school"", ""Mjob""],
  ""methods"": [""Chi-square Independence Test""]
}",680
"{""columns"": [""Calories Burn"", ""Dream Weight""], ""methods"": [""F-Test for Variance"", ""Levene Test"", ""Bartlett Test"", ""Mood Variance Test""]}",681
"{
  ""columns"": [""G2"", ""absences"", ""famrel""],
  ""methods"": [""Partial Correlation Coefficient""]
}",682
"{
  ""columns"": [""Tenure""],
  ""methods"": [""Mean""]
}",683
"{
  ""columns"": [""Actual Weight"", ""Age""],
  ""methods"": [""Levene Test"", ""Bartlett Test"", ""F-Test for Variance""]
}",684
"{
  ""columns"": [""New Cardholders"", ""# of Individuals Assisted in Pursuing Citizenship""],
  ""methods"": [""Kolmogorov-Smirnov Test""]
}",685
"{
  ""columns"": [""math score""],
  ""methods"": [""Shapiro-Wilk Test of Normality"", ""Kolmogorov-Smirnov Test for Normality"", ""Anderson-Darling Test"", ""Lilliefors Test""]
}",686
"{""columns"": [""Number of trees sold"", ""Sales""], ""methods"": [""Pearson Correlation Coefficient"", ""Spearman Correlation Coefficient"", ""Kendall Correlation Coefficient""]}",687
"{
  ""columns"": [""Hours Viewed""],
  ""methods"": [""Shapiro-Wilk Test of Normality"", ""Kolmogorov-Smirnov Test for Normality"", ""Lilliefors Test"", ""Anderson-Darling Test""]
}",688
"{
  ""columns"": [""Overall"", ""Release Clause""],
  ""methods"": [""Levene Test"", ""Bartlett Test"", ""F-Test for Variance""]
}",689
"{""columns"": [""LOR "", ""CGPA""], ""methods"": [""Levene Test"", ""Bartlett Test"", ""F-Test for Variance""]}",690
"{
  ""columns"": [""CH2O""],
  ""methods"": [""Kolmogorov-Smirnov Test for Gamma distribution""]
}",691
"{
  ""columns"": [""work_year"", ""salary""],
  ""methods"": [""Mood Variance Test"", ""Levene Test"", ""Bartlett Test"", ""F-Test for Variance""]
}",692
"{
  ""columns"": [""F2016""],
  ""methods"": [""Mean"", ""Median"", ""Mode"", ""Range"", ""Quartile"", ""Standard Deviation"", ""Skewness"", ""Kurtosis"", ""Shapiro-Wilk Test of Normality"", ""Anderson-Darling Test"", ""Kolmogorov-Smirnov Test""]
}",693
"{
  ""columns"": [""Height"", ""Weight""],
  ""methods"": [""Anderson-Darling Test"", ""Shapiro-Wilk Test of Normality"", ""Kolmogorov-Smirnov Test"", ""Mood Variance Test"", ""Levene Test"", ""Bartlett Test"", ""F-Test for Variance""]
}",694
"{
  ""columns"": [""mileage(kmpl)"", ""max_power(bhp)""],
  ""methods"": [""Pearson Correlation Coefficient"", ""Spearman Correlation Coefficient"", ""Kendall Correlation Coefficient""]
}",695
"{
  ""columns"": [""Defense""],
  ""methods"": [""Median""]
}",696
"{""columns"": [""New Cardholders""], ""methods"": [""Shapiro-Wilk Test of Normality"", ""Anderson-Darling Test"", ""Kolmogorov-Smirnov Test for Normality"", ""Lilliefors Test""]}",697
"{
  ""columns"": [""Age"", ""Release Clause""],
  ""methods"": [""Pearson Correlation Coefficient"", ""Spearman Correlation Coefficient"", ""Kendall Correlation Coefficient""]
}",698
"{
  ""columns"": [""G2"", ""Medu"", ""health""],
  ""methods"": [""Partial Correlation Coefficient""]
}",699
"{
  ""columns"": [""AGE""],
  ""methods"": [""Shapiro-Wilk Test of Normality"", ""Kolmogorov-Smirnov Test for Normality"", ""Lilliefors Test"", ""Anderson-Darling Test"", ""Mean"", ""Median"", ""Mode"", ""Range"", ""Quartile"", ""Standard Deviation"", ""Skewness"", ""Kurtosis""]
}",700
"{
  ""columns"": [""Age"", ""Weight""],
  ""methods"": [""Pearson Correlation Coefficient"", ""Spearman Correlation Coefficient"", ""Kendall Correlation Coefficient""]
}",701
"{
  ""columns"": [""Teenhome""],
  ""methods"": [""Quartile"", ""Descriptive Statistics""]
}",702
"{
  ""columns"": [""Average Tree Price"", ""Sales""],
  ""methods"": [""Pearson Correlation Coefficient"", ""Spearman Correlation Coefficient"", ""Kendall Correlation Coefficient""]
}",703
"{
  ""columns"": [""Sp_Def"", ""Speed""],
  ""methods"": [""Levene Test"", ""Bartlett Test"", ""F-Test for Variance""]
}",704
"{
  ""columns"": [""ChestPainType"", ""ST_Slope""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test"", ""Mantel-Haenszel Test""]
}",705
"{""columns"": [""Nigeria"", ""Indonesia""], ""methods"": [""F-Test for Variance"", ""Levene Test"", ""Bartlett Test""]}",706
"{
  ""columns"": [""MAY"", ""AUG""],
  ""methods"": [""Levene Test"", ""Bartlett Test"", ""F-Test for Variance""]
}",707
"{
  ""columns"": [""FCVC""],
  ""methods"": [""Median""]
}",708
"{""columns"": [""Sex"", ""ExerciseAngina""], ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test""]}",709
"{
  ""columns"": [""Student_Age""],
  ""methods"": [""Skewness""]
}",710
"{
  ""columns"": [""Attack method: Facility/Infrastructure Attack""],
  ""methods"": [""Shapiro-Wilk Test of Normality"", ""Kolmogorov-Smirnov Test for Normality"", ""Lilliefors Test"", ""Anderson-Darling Test""]
}",711
"{
  ""columns"": [""Pakistan"", ""India""],
  ""methods"": [""F-Test for Variance"", ""Levene Test"", ""Bartlett Test""]
}",712
"{""columns"": [""SOP"", ""LOR ""], ""methods"": [""Kolmogorov-Smirnov Test""]}",713
"{
  ""columns"": [""Attack method: Armed Assault"", ""Attack method: Bombing/Explosion""],
  ""methods"": [""Kolmogorov-Smirnov Test""]
}",714
"{
  ""columns"": [""avg_income"", ""median_income""],
  ""methods"": [""Kolmogorov-Smirnov Test""]
}",715
"{
  ""columns"": [""engine(cc)"", ""max_power(bhp)""],
  ""methods"": [""Pearson Correlation Coefficient"", ""Spearman Correlation Coefficient"", ""Kendall Correlation Coefficient""]
}",716
"{
  ""columns"": [""Weight""],
  ""methods"": [""Kurtosis""]
}",717
"{
  ""columns"": [""ANXIETY"", ""SWALLOWING DIFFICULTY"", ""SMOKING""],
  ""methods"": [""Chi-square Independence Test"", ""Mantel-Haenszel Test""]
}",718
"{
  ""columns"": [""Fedu""],
  ""methods"": [""Range""]
}",719
"{""columns"": [""ever_married"", ""work_type""], ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test"", ""Mantel-Haenszel Test""]}",720
"{""columns"": [""Speed"", ""Weight_kg"", ""Total""], ""methods"": [""Partial Correlation Coefficient""]}",721
"{
  ""columns"": [""Philippines"", ""Myanmar""],
  ""methods"": [""F-Test for Variance"", ""Levene Test"", ""Bartlett Test""]
}",722
"{
  ""columns"": [""JAN""],
  ""methods"": [""Standard Deviation""]
}",723
"{
  ""columns"": [""Average Tree Price"", ""Sales""],
  ""methods"": [""Pearson Correlation Coefficient"", ""Spearman Correlation Coefficient"", ""Kendall Correlation Coefficient""]
}",724
"{
  ""columns"": [""SCC"", ""SMOKE""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test""]
}",725
"{
  ""columns"": [""Age"", ""NCP""],
  ""methods"": [""Variance Test"", ""Descriptive Statistics""]
}",726
"{
  ""columns"": [""Walc""],
  ""methods"": [""Shapiro-Wilk Test of Normality"", ""Kolmogorov-Smirnov Test for Normality"", ""Lilliefors Test""]
}",727
"{
  ""columns"": [""CHRONIC DISEASE"", ""ALLERGY""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test"", ""Mantel-Haenszel Test""]
}",728
"{
  ""columns"": [""writing score""],
  ""methods"": [""Shapiro-Wilk Test of Normality"", ""Kolmogorov-Smirnov Test for Normality"", ""Anderson-Darling Test"", ""Lilliefors Test""]
}",729
"{
  ""columns"": [""Dream Weight""],
  ""methods"": [""Median""]
}",730
"{
  ""columns"": [""math score"", ""writing score""],
  ""methods"": [""Kolmogorov-Smirnov Test""]
}",731
"{
  ""columns"": [""Walc""],
  ""methods"": [""Quartile""]
}",732
"{
  ""columns"": [""studytime"", ""G1""],
  ""methods"": [""Pearson Correlation Coefficient"", ""Spearman Correlation Coefficient"", ""Kendall Correlation Coefficient""]
}",733
"{
  ""columns"": [""Japan"", ""Indonesia""],
  ""methods"": [""F-Test for Variance"", ""Levene Test"", ""Bartlett Test""]
}",734
"{
  ""columns"": [""avg_glucose_level"", ""bmi""],
  ""methods"": [""Kolmogorov-Smirnov Test""]
}",735
"{
  ""columns"": [""avg_income"", ""median_income""],
  ""methods"": [""Kolmogorov-Smirnov Test""]
}",736
"{
  ""columns"": [""Teaching Score""],
  ""methods"": [""Skewness""]
}",737
"{
  ""columns"": [""IsActiveMember"", ""Exited"", ""Geography""],
  ""methods"": [""Chi-square Independence Test"", ""Mantel-Haenszel Test""]
}",738
"{
  ""columns"": [""YELLOW_FINGERS"", ""LUNG_CANCER""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test""]
}",739
"{""columns"": [""Gender"", ""MTRANS""], ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test"", ""Mantel-Haenszel Test""]}",740
"{
  ""columns"": [""Total eMedia Circulation"", ""# of Homeless Individuals Served at The Source""],
  ""methods"": [""Levene Test"", ""Bartlett Test"", ""F-Test for Variance""]
}",741
"{
  ""columns"": [""NumWebPurchases"", ""NumCatalogPurchases"", ""NumDealsPurchases""],
  ""methods"": [""Partial Correlation Coefficient""]
}",742
"{
  ""columns"": [""Myanmar"", ""China""],
  ""methods"": [""F-Test for Variance"", ""Levene Test"", ""Bartlett Test""]
}",743
"{
  ""columns"": [""Rest of World""],
  ""methods"": [""Shapiro-Wilk Test of Normality"", ""Kolmogorov-Smirnov Test for Normality"", ""Anderson-Darling Test"", ""Lilliefors Test""]
}",744
"{
  ""columns"": [""Vietnam""],
  ""methods"": [""Standard Deviation""]
}",745
"{
  ""columns"": [""# of Homeless Individuals Served at The Source"", ""Total Library Visitors"", ""Total Cardholders""],
  ""methods"": [""Pearson Correlation Coefficient"", ""Spearman Correlation Coefficient"", ""Kendall Correlation Coefficient"", ""Partial Correlation Coefficient""]
}",746
"{
  ""columns"": [""Research Quality Score""],
  ""methods"": [""Kurtosis""]
}",747
"{
  ""columns"": [""Pr_Male""],
  ""methods"": [""Mean""]
}",748
"{
  ""columns"": [""Attack method: Armed Assault"", ""Death Age 100+"", ""Attack method: Hostage Taking (Barricade Incident)""],
  ""methods"": [""Contingency Table Test"", ""Chi-square Independence Test"", ""Mantel-Haenszel Test""]
}",749
"{
  ""columns"": [""Attack method: Hostage Taking (Barricade Incident)""],
  ""methods"": [""Histogram"", ""Q-Q Plot"", ""Box Plot""]
}",750
"{""columns"": [""GRE Score""], ""methods"": [""Shapiro-Wilk Test of Normality"", ""Kolmogorov-Smirnov Test"", ""Histogram"", ""Q-Q Plot""]}",751
"{
  ""columns"": [""Total eMedia Circulation"", ""# of Individuals Assisted in Pursuing Citizenship""],
  ""methods"": [""Pearson Correlation Coefficient"", ""Spearman Correlation Coefficient"", ""Kendall Correlation Coefficient""]
}",752
"{
  ""columns"": [""Attack method: Armed Assault"", ""Attack method: Facility/Infrastructure Attack"", ""Attack method: Hostage Taking (Barricade Incident)""],
  ""methods"": [""Pearson Correlation Coefficient"", ""Spearman Correlation Coefficient"", ""Kendall Correlation Coefficient"", ""Partial Correlation Coefficient""]
}",753
"{
  ""columns"": [""ALLERGY"", ""SWALLOWING DIFFICULTY""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test""]
}",754
"{
  ""columns"": [""Duration""],
  ""methods"": [""Quartile""]
}",755
"{
  ""columns"": [""ever_married"", ""work_type""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test""]
}",756
"{
  ""columns"": [""Bangladesh""],
  ""methods"": [""Kolmogorov-Smirnov Test for Uniform distribution""]
}",757
"{""columns"": [""Philippines"", ""India""], ""methods"": [""F-Test for Variance"", ""Levene Test"", ""Bartlett Test""]}",758
"{
  ""columns"": [""Terrorism deaths"", ""Death Age : 6-10""],
  ""methods"": [""Kolmogorov-Smirnov Test""]
}",759
"{
  ""columns"": [""MntWines"", ""MntFishProducts""],
  ""methods"": [""Pearson Correlation Coefficient"", ""Spearman Correlation Coefficient"", ""Kendall Correlation Coefficient""]
}",760
"{
  ""columns"": [""Terrorist Death Type : Suicide"", ""Attack method: Bombing/Explosion"", ""Attack method: Assassination""],
  ""methods"": [""Partial Correlation Coefficient""]
}",761
"{
  ""columns"": [""famsize"", ""higher"", ""sex""],
  ""methods"": [""Chi-square Independence Test"", ""Mantel-Haenszel Test""]
}",762
"{""columns"": [""mileage(kmpl)"", ""price(in lakhs)"", ""torque(Nm)""], ""methods"": [""Partial Correlation Coefficient""]}",763
"{
  ""columns"": [""Japan""],
  ""methods"": [""Shapiro-Wilk Test of Normality""]
}",764
"{
  ""columns"": [""freetime"", ""health""],
  ""methods"": [""Levene Test"", ""Bartlett Test"", ""F-Test for Variance""]
}",765
"{
  ""columns"": [""Height""],
  ""methods"": [
    ""Anderson-Darling Test"",
    ""Shapiro-Wilk Test of Normality"",
    ""Kolmogorov-Smirnov Test for Normality"",
    ""Lilliefors Test""
  ]
}",766
"{
  ""columns"": [""Year"", ""Pakistan""],
  ""methods"": [""Mean""]
}",767
"{
  ""columns"": [""hypertension"", ""smoking_status""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test""]
}",768
"{
  ""columns"": [""atlantaretail""],
  ""methods"": [""Kolmogorov-Smirnov Test for Uniform distribution""]
}",769
"{
  ""columns"": [""NumDealsPurchases""],
  ""methods"": [""Quartile""]
}",770
"{
  ""columns"": [""SHORTNESS OF BREATH"", ""CHEST PAIN"", ""YELLOW_FINGERS""],
  ""methods"": [""Mantel-Haenszel Test""]
}",771
"{
  ""columns"": [""Total Program Attendees"", ""# of Homeless Individuals Served at The Source""],
  ""methods"": [""Levene Test"", ""Bartlett Test"", ""F-Test for Variance""]
}",772
"{
  ""columns"": [""Geography"", ""Exited""],
  ""methods"": [""Chi-square Independence Test""]
}",773
"{
  ""columns"": [""HP""],
  ""methods"": [""Skewness""]
}",774
"{
  ""columns"": [""avg_income"", ""GDP""],
  ""methods"": [""Levene Test"", ""Bartlett Test"", ""F-Test for Variance""]
}",775
"{""columns"": [""runtime"", ""imdb_votes""], ""methods"": [""Kolmogorov-Smirnov Test""]}",776
"{
  ""columns"": [""Total eMedia Circulation""],
  ""methods"": [""Median""]
}",777
"{""columns"": [""JUL""], ""methods"": [""Standard Deviation""]}",778
"{""columns"": [""TOEFL Score""], ""methods"": [""Shapiro-Wilk Test of Normality"", ""Kolmogorov-Smirnov Test for Normality"", ""Anderson-Darling Test"", ""Lilliefors Test""]}",779
"{
  ""columns"": [""Age"", ""BMI""],
  ""methods"": [""Levene Test"", ""Bartlett Test"", ""F-Test for Variance""]
}",780
"{""columns"": [""Japan""], ""methods"": [""Shapiro-Wilk Test of Normality""]}",781
"{
  ""columns"": [""Bathrooms""],
  ""methods"": [""Kurtosis""]
}",782
"{
  ""columns"": [""region""],
  ""methods"": [""Mode""]
}",783
"{
  ""columns"": [""NumStorePurchases""],
  ""methods"": [""Standard Deviation""]
}",784
