extracted_answer,serial_number,task,results,relevant_column,ground_truth,dataset,refined_question,difficulty,methods_comparison_result,columns_comparison_result,methods_score,columns_score,selection_overall
"{
  ""columns"": [""CGPA""],
  ""methods"": [""Range"", ""Standard Deviation"", ""Skewness"", ""Kurtosis"", ""Mood Variance Test"", ""Levene Test"", ""Bartlett Test"", ""F-Test for Variance""]
}",1017,Descriptive Statistics,"[{""method"": ""Range"", ""result"": ""3.12"", ""conclusion"": ""3.12""}]","[{""column_header"": ""CGPA"", ""is_strata"": false, ""is_control"": false}]","{""columns"": [""CGPA""], ""methods"": [""Range""]}",Dataset for Admission in the University,How much variability is there in the Grade Point Average (GPA) of the applicants during their undergraduate studies?,easy,"{""Correct"": 1, ""Wrong"": 7, ""Missed"": 0}","{""Correct"": 1, ""Wrong"": 0, ""Missed"": 0}",0.0,1.0,0
"{
  ""columns"": [""Height""],
  ""methods"": [""Median""]
}",1018,Descriptive Statistics,"[{""method"": ""Median"", ""result"": ""181.0"", ""conclusion"": ""181.0""}]","[{""column_header"": ""Height"", ""is_strata"": false, ""is_control"": false}]","{""columns"": [""Height""], ""methods"": [""Median""]}",FIFA Official Dataset 2023,Could you calculate the median height of the players in centimeters?,easy,"{""Correct"": 1, ""Wrong"": 0, ""Missed"": 0}","{""Correct"": 1, ""Wrong"": 0, ""Missed"": 0}",1.0,1.0,1
"{
  ""columns"": [""G1"", ""freetime"", ""Dalc""],
  ""methods"": [""Pearson Correlation Coefficient"", ""Spearman Correlation Coefficient"", ""Partial Correlation Coefficient""]
}",1019,Correlation Analysis,"[{""method"": ""Partial Correlation Coefficient"", ""result"": ""{\""coefficient\"": -0.07493, \""p value\"": 0.05659}"", ""conclusion"": ""Not strongly correlated""}]","[{""column_header"": ""G1"", ""is_strata"": false, ""is_control"": false}, {""column_header"": ""freetime"", ""is_strata"": false, ""is_control"": false}, {""column_header"": ""Dalc"", ""is_strata"": false, ""is_control"": true}]","{""columns"": [""G1"", ""freetime"", ""Dalc""], ""methods"": [""Partial Correlation Coefficient""]}",Student Performance Prediction Dataset,"After adjusting for workday alcohol consumption, what is the association between first period grade (G1) and the amount of free time after school?",easy,"{""Correct"": 1, ""Wrong"": 2, ""Missed"": 0}","{""Correct"": 3, ""Wrong"": 0, ""Missed"": 0}",0.0,1.0,0
"{
  ""columns"": [""guardian"", ""higher""],
  ""methods"": [""Chi-square Independence Test""]
}",1020,Contingency Table Test,"[{""method"": ""Chi-square Independence Test"", ""result"": ""{\""p value\"": 0.0}"", ""conclusion"": ""Not independent""}]","[{""column_header"": ""guardian"", ""is_strata"": false, ""is_control"": false}, {""column_header"": ""higher"", ""is_strata"": false, ""is_control"": false}]","{""columns"": [""guardian"", ""higher""], ""methods"": [""Chi-square Independence Test""]}",Student Performance Prediction Dataset,Is there any evidence of an association between the type of guardian and the intention to pursue higher education?,hard,"{""Correct"": 1, ""Wrong"": 0, ""Missed"": 0}","{""Correct"": 2, ""Wrong"": 0, ""Missed"": 0}",1.0,1.0,1
"{
  ""columns"": [""Research Quality Score""],
  ""methods"": [""Mean"", ""Median"", ""Mode"", ""Range"", ""Quartile"", ""Standard Deviation"", ""Skewness"", ""Kurtosis""]
}",1021,Descriptive Statistics,"[{""method"": ""Mean"", ""result"": ""61.65549"", ""conclusion"": ""61.65549""}]","[{""column_header"": ""Research Quality Score"", ""is_strata"": false, ""is_control"": false}]","{""columns"": [""Research Quality Score""], ""methods"": [""Mean""]}",University Rank Dataset,What is the mean Research Quality Score?,easy,"{""Correct"": 1, ""Wrong"": 7, ""Missed"": 0}","{""Correct"": 1, ""Wrong"": 0, ""Missed"": 0}",0.0,1.0,0
"{
  ""columns"": [""Attack""],
  ""methods"": [""Median""]
}",1022,Descriptive Statistics,"[{""method"": ""Median"", ""result"": ""74.0"", ""conclusion"": ""74.0""}]","[{""column_header"": ""Attack"", ""is_strata"": false, ""is_control"": false}]","{""columns"": [""Attack""], ""methods"": [""Median""]}",Pokedex Dataset,What is the median of the Base Attack variable?,easy,"{""Correct"": 1, ""Wrong"": 0, ""Missed"": 0}","{""Correct"": 1, ""Wrong"": 0, ""Missed"": 0}",1.0,1.0,1
"{
  ""columns"": [""Death Age: 51-99""],
  ""methods"": [""Range"", ""Descriptive Statistics""]
}",1023,Descriptive Statistics,"[{""method"": ""Range"", ""result"": ""52.0"", ""conclusion"": ""52.0""}]","[{""column_header"": ""Death Age: 51-99 "", ""is_strata"": false, ""is_control"": false}]","{""columns"": [""Death Age: 51-99 ""], ""methods"": [""Range""]}",Terrorist Attacks Dataset,"What is the range of variation for the age at death, specifically for individuals aged between 51 and 99?",easy,"{""Correct"": 1, ""Wrong"": 1, ""Missed"": 0}","{""Correct"": 1, ""Wrong"": 0, ""Missed"": 0}",0.0,1.0,0
"{
  ""columns"": [""famrel"", ""Walc""],
  ""methods"": [""Pearson Correlation Coefficient"", ""Spearman Correlation Coefficient"", ""Kendall Correlation Coefficient"", ""Mood Variance Test"", ""Levene Test"", ""Bartlett Test"", ""F-Test for Variance""]
}",1024,Variance Test,"[{""method"": ""Mood Variance Test"", ""result"": ""{\""stat\"": -4.40416, \""p value\"": 1e-05}"", ""conclusion"": ""Variance significantly difference between them""}, {""method"": ""Levene Test"", ""result"": ""{\""stat\"": 96.72049, \""p value\"": 0.0}"", ""conclusion"": ""Variance significantly difference between them""}]","[{""column_header"": ""famrel"", ""is_strata"": false, ""is_control"": false}, {""column_header"": ""Walc"", ""is_strata"": false, ""is_control"": false}]","{""columns"": [""famrel"", ""Walc""], ""methods"": [""Mood Variance Test"", ""Levene Test""]}",Student Performance Prediction Dataset,Is the variability in the quality of family relationships comparable to that of weekend alcohol consumption?,hard,"{""Correct"": 2, ""Wrong"": 5, ""Missed"": 0}","{""Correct"": 2, ""Wrong"": 0, ""Missed"": 0}",0.0,1.0,0
"{
  ""columns"": [""address"", ""nursery"", ""school""],
  ""methods"": [""Chi-square Independence Test""]
}",1025,Contingency Table Test,"[{""method"": ""Mantel-Haenszel Test"", ""result"": ""{\""p value\"": 0.59119}"", ""conclusion"": ""Independent""}]","[{""column_header"": ""address"", ""is_strata"": false, ""is_control"": false}, {""column_header"": ""nursery"", ""is_strata"": false, ""is_control"": false}, {""column_header"": ""school"", ""is_strata"": true, ""is_control"": false}]","{""columns"": [""address"", ""nursery"", ""school""], ""methods"": [""Mantel-Haenszel Test""]}",Student Performance Prediction Dataset,Is the relationship between address and nursery attendance consistent across different school types?,easy,"{""Correct"": 0, ""Wrong"": 1, ""Missed"": 1}","{""Correct"": 3, ""Wrong"": 0, ""Missed"": 0}",0.0,1.0,0
"{
  ""columns"": [""age"", ""health""],
  ""methods"": [""Mood Variance Test"", ""Levene Test"", ""Bartlett Test"", ""F-Test for Variance""]
}",1026,Variance Test,"[{""method"": ""Mood Variance Test"", ""result"": ""{\""stat\"": 0.0, \""p value\"": 1.0}"", ""conclusion"": ""Variance not significantly difference between them""}, {""method"": ""Levene Test"", ""result"": ""{\""stat\"": 29.73762, \""p value\"": 0.0}"", ""conclusion"": ""Variance significantly difference between them""}]","[{""column_header"": ""age"", ""is_strata"": false, ""is_control"": false}, {""column_header"": ""health"", ""is_strata"": false, ""is_control"": false}]","{""columns"": [""age"", ""health""], ""methods"": [""Mood Variance Test"", ""Levene Test""]}",Student Performance Prediction Dataset,Is there a significant difference in variance between the age and health variables?,hard,"{""Correct"": 2, ""Wrong"": 2, ""Missed"": 0}","{""Correct"": 2, ""Wrong"": 0, ""Missed"": 0}",0.0,1.0,0
"{
  ""columns"": [""Review""],
  ""methods"": [""Standard Deviation""]
}",1027,Descriptive Statistics,"[{""method"": ""Standard Deviation"", ""result"": ""10.61412"", ""conclusion"": ""10.61412""}]","[{""column_header"": ""Review"", ""is_strata"": false, ""is_control"": false}]","{""columns"": [""Review""], ""methods"": [""Standard Deviation""]}",Video Games Sales Dataset,Could you calculate the standard deviation of the review scores for the game?,easy,"{""Correct"": 1, ""Wrong"": 0, ""Missed"": 0}","{""Correct"": 1, ""Wrong"": 0, ""Missed"": 0}",1.0,1.0,1
"{
  ""columns"": [""Income"", ""Z_CostContact""],
  ""methods"": [""Pearson Correlation Coefficient"", ""Spearman Correlation Coefficient"", ""Kendall Correlation Coefficient"", ""Anderson-Darling Test"", ""Shapiro-Wilk Test of Normality"", ""Kolmogorov-Smirnov Test for Normality"", ""Lilliefors Test"", ""Kolmogorov-Smirnov Test""]
}",1028,Distribution Compliance Test,"[{""method"": ""Kolmogorov-Smirnov Test"", ""result"": ""{\""p value\"": 0.0}"", ""conclusion"": ""Distribution significantly different""}]","[{""column_header"": ""Income"", ""is_strata"": false, ""is_control"": false}, {""column_header"": ""Z_CostContact"", ""is_strata"": false, ""is_control"": false}]","{""columns"": [""Income"", ""Z_CostContact""], ""methods"": [""Kolmogorov-Smirnov Test""]}",Customer Personality Analysis Dataset,How can we evaluate the congruence of the distributions of household income and cost of contact?,easy,"{""Correct"": 1, ""Wrong"": 7, ""Missed"": 0}","{""Correct"": 2, ""Wrong"": 0, ""Missed"": 0}",0.0,1.0,0
"{
  ""columns"": [""Hours Viewed"", ""Number of Ratings""],
  ""methods"": [""Pearson Correlation Coefficient"", ""Spearman Correlation Coefficient"", ""Kendall Correlation Coefficient""]
}",1029,Correlation Analysis,"[{""method"": ""Pearson Correlation Coefficient"", ""result"": ""{\""coefficient\"": 0.00321}"", ""conclusion"": ""Not strongly correlated""}, {""method"": ""Spearman Correlation Coefficient"", ""result"": ""{\""coefficient\"": 0.00381}"", ""conclusion"": ""Not strongly correlated""}, {""method"": ""Kendall Correlation Coefficient"", ""result"": ""{\""coefficient\"": 0.00263}"", ""conclusion"": ""Not strongly correlated""}]","[{""column_header"": ""Hours Viewed"", ""is_strata"": false, ""is_control"": false}, {""column_header"": ""Number of Ratings"", ""is_strata"": false, ""is_control"": false}]","{""columns"": [""Hours Viewed"", ""Number of Ratings""], ""methods"": [""Pearson Correlation Coefficient"", ""Spearman Correlation Coefficient"", ""Kendall Correlation Coefficient""]}",2023 Netflix Engagement Dataset,Is there a strong relationship between the total hours watched for each title over a six-month period and the count of ratings received by the title?,easy,"{""Correct"": 3, ""Wrong"": 0, ""Missed"": 0}","{""Correct"": 2, ""Wrong"": 0, ""Missed"": 0}",1.0,1.0,1
"{
  ""columns"": [""CAEC"", ""NObeyesdad""],
  ""methods"": [""Chi-square Independence Test""]
}",1030,Contingency Table Test,"[{""method"": ""Chi-square Independence Test"", ""result"": ""{\""p value\"": 0.0}"", ""conclusion"": ""Not independent""}]","[{""column_header"": ""CAEC"", ""is_strata"": false, ""is_control"": false}, {""column_header"": ""NObeyesdad"", ""is_strata"": false, ""is_control"": false}]","{""columns"": [""CAEC"", ""NObeyesdad""], ""methods"": [""Chi-square Independence Test""]}",Obesity or CVD Risk Dataset,"Do the observed frequency of food consumption between meals (CAEC) correspond to the variations in NObeyesdad categories, including underweight (less than 18.5), normal (18.5 to 24.9), overweight (25.0 to 29.9), obesity I (30.0 to 34.9), obesity II (35.0 to 39.9), and obesity III (higher than 40)?",hard,"{""Correct"": 1, ""Wrong"": 0, ""Missed"": 0}","{""Correct"": 2, ""Wrong"": 0, ""Missed"": 0}",1.0,1.0,1
"{
  ""columns"": [""Sp_Def"", ""Speed"", ""Sp_Atk""],
  ""methods"": [""Partial Correlation Coefficient""]
}",1031,Correlation Analysis,"[{""method"": ""Partial Correlation Coefficient"", ""result"": ""{\""coefficient\"": 0.01936, \""p value\"": 0.60411}"", ""conclusion"": ""Not strongly correlated""}]","[{""column_header"": ""Sp_Def"", ""is_strata"": false, ""is_control"": false}, {""column_header"": ""Speed"", ""is_strata"": false, ""is_control"": false}, {""column_header"": ""Sp_Atk"", ""is_strata"": false, ""is_control"": true}]","{""columns"": [""Sp_Def"", ""Speed"", ""Sp_Atk""], ""methods"": [""Partial Correlation Coefficient""]}",Pokedex Dataset,How does Sp_Def influence Speed when accounting for Sp_Atk?,easy,"{""Correct"": 1, ""Wrong"": 0, ""Missed"": 0}","{""Correct"": 3, ""Wrong"": 0, ""Missed"": 0}",1.0,1.0,1
"{
  ""columns"": [""Age"", ""Oldpeak""],
  ""methods"": [""Pearson Correlation Coefficient"", ""Spearman Correlation Coefficient"", ""Kendall Correlation Coefficient"", ""Anderson-Darling Test"", ""Shapiro-Wilk Test of Normality"", ""Kolmogorov-Smirnov Test for Normality"", ""Lilliefors Test"", ""Kolmogorov-Smirnov Test""]
}",1032,Distribution Compliance Test,"[{""method"": ""Kolmogorov-Smirnov Test"", ""result"": ""{\""p value\"": 0.0}"", ""conclusion"": ""Distribution significantly different""}]","[{""column_header"": ""Age"", ""is_strata"": false, ""is_control"": false}, {""column_header"": ""Oldpeak"", ""is_strata"": false, ""is_control"": false}]","{""columns"": [""Age"", ""Oldpeak""], ""methods"": [""Kolmogorov-Smirnov Test""]}",Heart Failure Prediction Dataset,"How similar are the distributions of age and oldpeak, measured in depression, in the patient population?",easy,"{""Correct"": 1, ""Wrong"": 7, ""Missed"": 0}","{""Correct"": 2, ""Wrong"": 0, ""Missed"": 0}",0.0,1.0,0
"{
  ""columns"": [""median_income""],
  ""methods"": [""Kolmogorov-Smirnov Test for Gamma distribution""]
}",1033,Distribution Compliance Test,"[{""method"": ""Kolmogorov-Smirnov Test for Gamma distribution"", ""result"": ""{\""p value\"": 0.0}"", ""conclusion"": ""Non-compliance""}]","[{""column_header"": ""median_income"", ""is_strata"": false, ""is_control"": false}]","{""columns"": [""median_income""], ""methods"": [""Kolmogorov-Smirnov Test for Gamma distribution""]}",Income and Happiness Score Dataset,Does the statistical analysis suggest that the data for the median income follows a Gamma distribution?,easy,"{""Correct"": 1, ""Wrong"": 0, ""Missed"": 0}","{""Correct"": 1, ""Wrong"": 0, ""Missed"": 0}",1.0,1.0,1
"{
  ""columns"": [""Total eMedia Circulation"", ""Total Computer Usage (Wireless + PC Sessions)""],
  ""methods"": [""Mood Variance Test"", ""Levene Test"", ""Bartlett Test"", ""F-Test for Variance""]
}",1034,Variance Test,"[{""method"": ""Mood Variance Test"", ""result"": ""{\""stat\"": 3.5257, \""p value\"": 0.00042}"", ""conclusion"": ""Variance significantly difference between them""}, {""method"": ""Levene Test"", ""result"": ""{\""stat\"": 25.23691, \""p value\"": 0.0}"", ""conclusion"": ""Variance significantly difference between them""}, {""method"": ""Bartlett Test"", ""result"": ""{\""stat\"": 26.59662, \""p value\"": 0.0}"", ""conclusion"": ""Variance significantly difference between them""}, {""method"": ""F-Test for Variance"", ""result"": ""{\""stat\"": 23.23628, \""p value\"": 0.0}"", ""conclusion"": ""Variance significantly difference between them""}]","[{""column_header"": ""Total eMedia Circulation"", ""is_strata"": false, ""is_control"": false}, {""column_header"": ""Total Computer Usage (Wireless + PC Sessions)"", ""is_strata"": false, ""is_control"": false}]","{""columns"": [""Total eMedia Circulation"", ""Total Computer Usage (Wireless + PC Sessions)""], ""methods"": [""Mood Variance Test"", ""Levene Test"", ""Bartlett Test"", ""F-Test for Variance""]}",Los Angeles Library Monthly Statistics,Is there a statistical variance between the total circulation of electronic media materials and the overall count of computer usage sessions (including wireless and PC sessions)?,easy,"{""Correct"": 4, ""Wrong"": 0, ""Missed"": 0}","{""Correct"": 2, ""Wrong"": 0, ""Missed"": 0}",1.0,1.0,1
"{
  ""columns"": [""MntFishProducts""],
  ""methods"": [""Skewness""]
}",1035,Descriptive Statistics,"[{""method"": ""Skewness"", ""result"": ""1.91977"", ""conclusion"": ""1.91977""}]","[{""column_header"": ""MntFishProducts"", ""is_strata"": false, ""is_control"": false}]","{""columns"": [""MntFishProducts""], ""methods"": [""Skewness""]}",Customer Personality Analysis Dataset,How much skewness is present in the distribution of the amount spent on fish products in the last 2 years?,easy,"{""Correct"": 1, ""Wrong"": 0, ""Missed"": 0}","{""Correct"": 1, ""Wrong"": 0, ""Missed"": 0}",1.0,1.0,1
"{
  ""columns"": [""NumStorePurchases"", ""Kidhome"", ""MntGoldProds""],
  ""methods"": [""Partial Correlation Coefficient""]
}",1036,Correlation Analysis,"[{""method"": ""Partial Correlation Coefficient"", ""result"": ""{\""coefficient\"": -0.42293, \""p value\"": 0.0}"", ""conclusion"": ""Not strongly correlated""}]","[{""column_header"": ""NumStorePurchases"", ""is_strata"": false, ""is_control"": false}, {""column_header"": ""Kidhome"", ""is_strata"": false, ""is_control"": false}, {""column_header"": ""MntGoldProds"", ""is_strata"": false, ""is_control"": true}]","{""columns"": [""NumStorePurchases"", ""Kidhome"", ""MntGoldProds""], ""methods"": [""Partial Correlation Coefficient""]}",Customer Personality Analysis Dataset,"What is the partial correlation between the number of store purchases (NumStorePurchases) and the number of children in a customer's household (Kidhome), taking into account the amount spent on gold products in the last 2 years (MntGoldProds)?",easy,"{""Correct"": 1, ""Wrong"": 0, ""Missed"": 0}","{""Correct"": 3, ""Wrong"": 0, ""Missed"": 0}",1.0,1.0,1
"{
  ""columns"": [""CH2O""],
  ""methods"": [""Kolmogorov-Smirnov Test for Exponential distribution""]
}",1037,Distribution Compliance Test,"[{""method"": ""Kolmogorov-Smirnov Test for Exponential distribution"", ""result"": ""{\""p value\"": 0.0}"", ""conclusion"": ""Non-compliance""}]","[{""column_header"": ""CH2O"", ""is_strata"": false, ""is_control"": false}]","{""columns"": [""CH2O""], ""methods"": [""Kolmogorov-Smirnov Test for Exponential distribution""]}",Obesity or CVD Risk Dataset,Is the daily water consumption data consistent with an Exponential distribution?,easy,"{""Correct"": 1, ""Wrong"": 0, ""Missed"": 0}","{""Correct"": 1, ""Wrong"": 0, ""Missed"": 0}",1.0,1.0,1
"{
  ""columns"": [""Balance"", ""EstimatedSalary""],
  ""methods"": [""Anderson-Darling Test"", ""Shapiro-Wilk Test of Normality"", ""Kolmogorov-Smirnov Test for Normality"", ""Mood Variance Test"", ""Levene Test"", ""Bartlett Test"", ""F-Test for Variance""]
}",1038,Distribution Compliance Test,"[{""method"": ""Kolmogorov-Smirnov Test"", ""result"": ""{\""p value\"": 0.0}"", ""conclusion"": ""Distribution significantly different""}]","[{""column_header"": ""Balance"", ""is_strata"": false, ""is_control"": false}, {""column_header"": ""EstimatedSalary"", ""is_strata"": false, ""is_control"": false}]","{""columns"": [""Balance"", ""EstimatedSalary""], ""methods"": [""Kolmogorov-Smirnov Test""]}",Bank Customer Churn Prediction Dataset,Are the data distributions of the bank account balance and estimated salary statistically indistinguishable?,easy,"{""Correct"": 0, ""Wrong"": 7, ""Missed"": 1}","{""Correct"": 2, ""Wrong"": 0, ""Missed"": 0}",0.0,1.0,0
"{
  ""columns"": [""Attack method: Hostage Taking (Barricade Incident)"", ""Attack method: Facility/Infrastructure Attack"", ""Attack method: Hijacking""],
  ""methods"": [""Pearson Correlation Coefficient"", ""Spearman Correlation Coefficient"", ""Kendall Correlation Coefficient"", ""Partial Correlation Coefficient""]
}",1039,Correlation Analysis,"[{""method"": ""Partial Correlation Coefficient"", ""result"": ""{\""coefficient\"": 0.47619, \""p value\"": 0.0}"", ""conclusion"": ""Not strongly correlated""}]","[{""column_header"": ""Attack method: Hostage Taking (Barricade Incident)"", ""is_strata"": false, ""is_control"": false}, {""column_header"": ""Attack method: Facility/Infrastructure Attack"", ""is_strata"": false, ""is_control"": false}, {""column_header"": ""Attack method: Hijacking"", ""is_strata"": false, ""is_control"": true}]","{""columns"": [""Attack method: Hostage Taking (Barricade Incident)"", ""Attack method: Facility/Infrastructure Attack"", ""Attack method: Hijacking""], ""methods"": [""Partial Correlation Coefficient""]}",Terrorist Attacks Dataset,"When the variable ""Hijacking"" is held constant, what is the correlation between ""Hostage Taking (Barricade Incident)"" and ""Facility/Infrastructure Attack"" as methods of attack?",easy,"{""Correct"": 1, ""Wrong"": 3, ""Missed"": 0}","{""Correct"": 3, ""Wrong"": 0, ""Missed"": 0}",0.0,1.0,0
"{
  ""columns"": [""GRE Score"", ""CGPA""],
  ""methods"": [""Pearson Correlation Coefficient"", ""Spearman Correlation Coefficient"", ""Kendall Correlation Coefficient"", ""Mood Variance Test"", ""Levene Test"", ""Bartlett Test"", ""F-Test for Variance""]
}",1040,Correlation Analysis,"[{""method"": ""Pearson Correlation Coefficient"", ""result"": ""{\""coefficient\"": 0.83306}"", ""conclusion"": ""Strongly correlated""}, {""method"": ""Spearman Correlation Coefficient"", ""result"": ""{\""coefficient\"": 0.83185}"", ""conclusion"": ""Strongly correlated""}, {""method"": ""Kendall Correlation Coefficient"", ""result"": ""{\""coefficient\"": 0.65901}"", ""conclusion"": ""Strongly correlated""}]","[{""column_header"": ""GRE Score"", ""is_strata"": false, ""is_control"": false}, {""column_header"": ""CGPA"", ""is_strata"": false, ""is_control"": false}]","{""columns"": [""GRE Score"", ""CGPA""], ""methods"": [""Pearson Correlation Coefficient"", ""Spearman Correlation Coefficient"", ""Kendall Correlation Coefficient""]}",Dataset for Admission in the University,Is there a relationship between the variations in GRE scores and CGPA?,easy,"{""Correct"": 3, ""Wrong"": 4, ""Missed"": 0}","{""Correct"": 2, ""Wrong"": 0, ""Missed"": 0}",0.0,1.0,0
"{
  ""columns"": [""MntFishProducts"", ""Z_CostContact"", ""Teenhome""],
  ""methods"": [""Pearson Correlation Coefficient"", ""Spearman Correlation Coefficient"", ""Partial Correlation Coefficient""]
}",1041,Correlation Analysis,"[{""method"": ""Partial Correlation Coefficient"", ""result"": ""{\""coefficient\"": -0.20421, \""p value\"": 0.0}"", ""conclusion"": ""Not strongly correlated""}]","[{""column_header"": ""MntFishProducts"", ""is_strata"": false, ""is_control"": false}, {""column_header"": ""Z_CostContact"", ""is_strata"": false, ""is_control"": false}, {""column_header"": ""Teenhome"", ""is_strata"": false, ""is_control"": true}]","{""columns"": [""MntFishProducts"", ""Z_CostContact"", ""Teenhome""], ""methods"": [""Partial Correlation Coefficient""]}",Customer Personality Analysis Dataset,How is the relationship between the amount spent on fish products in the last 2 years (MntFishProducts) and the cost of contact (Z_CostContact) influenced by the number of teenagers in the customer's household (Teenhome)?,easy,"{""Correct"": 1, ""Wrong"": 2, ""Missed"": 0}","{""Correct"": 3, ""Wrong"": 0, ""Missed"": 0}",0.0,1.0,0
"{
  ""columns"": [""heart_disease"", ""work_type""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test"", ""Mantel-Haenszel Test""]
}",1042,Contingency Table Test,"[{""method"": ""Chi-square Independence Test"", ""result"": ""{\""p value\"": 0.0}"", ""conclusion"": ""Not independent""}]","[{""column_header"": ""heart_disease"", ""is_strata"": false, ""is_control"": false}, {""column_header"": ""work_type"", ""is_strata"": false, ""is_control"": false}]","{""columns"": [""heart_disease"", ""work_type""], ""methods"": [""Chi-square Independence Test""]}",Stroke Prediction Dataset,Do the observed frequencies of heart disease and work type conform to the assumption of independence?,hard,"{""Correct"": 1, ""Wrong"": 2, ""Missed"": 0}","{""Correct"": 2, ""Wrong"": 0, ""Missed"": 0}",0.0,1.0,0
"{
  ""columns"": [""GRE Score"", ""TOEFL Score""],
  ""methods"": [""Pearson Correlation Coefficient"", ""Spearman Correlation Coefficient"", ""Kendall Correlation Coefficient"", ""Anderson-Darling Test"", ""Shapiro-Wilk Test of Normality"", ""Kolmogorov-Smirnov Test for Normality"", ""Lilliefors Test""]
}",1043,Distribution Compliance Test,"[{""method"": ""Kolmogorov-Smirnov Test"", ""result"": ""{\""p value\"": 0.0}"", ""conclusion"": ""Distribution significantly different""}]","[{""column_header"": ""GRE Score"", ""is_strata"": false, ""is_control"": false}, {""column_header"": ""TOEFL Score"", ""is_strata"": false, ""is_control"": false}]","{""columns"": [""GRE Score"", ""TOEFL Score""], ""methods"": [""Kolmogorov-Smirnov Test""]}",Dataset for Admission in the University,Do the distributions of GRE scores and TOEFL scores exhibit a close alignment?,easy,"{""Correct"": 0, ""Wrong"": 7, ""Missed"": 1}","{""Correct"": 2, ""Wrong"": 0, ""Missed"": 0}",0.0,1.0,0
"{
  ""columns"": [""avg_income"", ""happyScore""],
  ""methods"": [""Mood Variance Test"", ""Levene Test"", ""Bartlett Test"", ""F-Test for Variance""]
}",1044,Variance Test,"[{""method"": ""Mood Variance Test"", ""result"": ""{\""stat\"": 0.0, \""p value\"": 1.0}"", ""conclusion"": ""Variance not significantly difference between them""}, {""method"": ""Levene Test"", ""result"": ""{\""stat\"": 86.81442, \""p value\"": 0.0}"", ""conclusion"": ""Variance significantly difference between them""}]","[{""column_header"": ""avg_income"", ""is_strata"": false, ""is_control"": false}, {""column_header"": ""happyScore"", ""is_strata"": false, ""is_control"": false}]","{""columns"": [""avg_income"", ""happyScore""], ""methods"": [""Mood Variance Test"", ""Levene Test""]}",Income and Happiness Score Dataset,Do the average income and overall happiness score exhibit equal variance?,hard,"{""Correct"": 2, ""Wrong"": 2, ""Missed"": 0}","{""Correct"": 2, ""Wrong"": 0, ""Missed"": 0}",0.0,1.0,0
"{
  ""columns"": [""hypertension"", ""ever_married""],
  ""methods"": [""Chi-square Independence Test""]
}",1045,Contingency Table Test,"[{""method"": ""Chi-square Independence Test"", ""result"": ""{\""p value\"": 0.0}"", ""conclusion"": ""Not independent""}, {""method"": ""Fisher Exact Test"", ""result"": ""{\""p value\"": 0.0}"", ""conclusion"": ""Not independent""}]","[{""column_header"": ""hypertension"", ""is_strata"": false, ""is_control"": false}, {""column_header"": ""ever_married"", ""is_strata"": false, ""is_control"": false}]","{""columns"": [""hypertension"", ""ever_married""], ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test""]}",Stroke Prediction Dataset,Is there a clear relationship between the categorizations of hypertension and marital status?,easy,"{""Correct"": 1, ""Wrong"": 0, ""Missed"": 1}","{""Correct"": 2, ""Wrong"": 0, ""Missed"": 0}",0.0,1.0,0
"{
  ""columns"": [""X2 house age"", ""Y house price of unit area""],
  ""methods"": [""Pearson Correlation Coefficient"", ""Spearman Correlation Coefficient"", ""Kendall Correlation Coefficient""]
}",1046,Correlation Analysis,"[{""method"": ""Pearson Correlation Coefficient"", ""result"": ""{\""coefficient\"": -0.21057}"", ""conclusion"": ""Not strongly correlated""}, {""method"": ""Spearman Correlation Coefficient"", ""result"": ""{\""coefficient\"": -0.28175}"", ""conclusion"": ""Not strongly correlated""}, {""method"": ""Kendall Correlation Coefficient"", ""result"": ""{\""coefficient\"": -0.18827}"", ""conclusion"": ""Not strongly correlated""}]","[{""column_header"": ""X2 house age"", ""is_strata"": false, ""is_control"": false}, {""column_header"": ""Y house price of unit area"", ""is_strata"": false, ""is_control"": false}]","{""columns"": [""X2 house age"", ""Y house price of unit area""], ""methods"": [""Pearson Correlation Coefficient"", ""Spearman Correlation Coefficient"", ""Kendall Correlation Coefficient""]}",Real Estate Valuation Dataset,Does a linear relationship exist between the age of the house (X2) and the unit area price of the house (Y)?,easy,"{""Correct"": 3, ""Wrong"": 0, ""Missed"": 0}","{""Correct"": 2, ""Wrong"": 0, ""Missed"": 0}",1.0,1.0,1
